in.county,hdd,cdd,switchover_lt15,switchover_lt20,switchover_lt25,switchover_lt30,switchover_lt35,switchover_lt40
G2801070,3120.37,2270.62,30.4775,146.26,313.4725,600.8925,1044.6225,1588.34
G2801090,1737,2634.7575,0,0,5.0325,86.555,275.8625,497.4575
G2801110,2641.89,2130.36,0,11.52,54.1375,199.0625,479.16,998.885
G2801130,2331.9425,2332.55,0,18.9925,104.3775,266.745,581.7725,970.0825
G2801150,3242.9275,2072.3725,4.25,70.59,216.9,393.6975,734.9325,1490.7075
G2801170,3242.9275,2072.3725,4.25,70.59,216.9,393.6975,734.9325,1490.7075
G2801190,2784.565,2279.23,2.0875,55.535,241.54,490.575,939.595,1381.5525
G2801210,2754.74,2358.44,0,43.0075,171.9675,386.4225,800.4125,1214.345
G2801230,2754.74,2358.44,0,43.0075,171.9675,386.4225,800.4125,1214.345
G2801250,2613.9175,2568.3775,0,1.9,31.74,232.065,540.3975,1094.375
G2801270,2754.74,2358.44,0,43.0075,171.9675,386.4225,800.4125,1214.345
G2801290,2641.89,2130.36,0,11.52,54.1375,199.0625,479.16,998.885
G2801310,2641.89,2130.36,0,11.52,54.1375,199.0625,479.16,998.885
G2801330,2613.9175,2568.3775,0,1.9,31.74,232.065,540.3975,1094.375
G2801350,2784.565,2279.23,2.0875,55.535,241.54,490.575,939.595,1381.5525
G2801370,3120.37,2270.62,30.4775,146.26,313.4725,600.8925,1044.6225,1588.34
G2801390,3242.9275,2072.3725,4.25,70.59,216.9,393.6975,734.9325,1490.7075
G2801410,2995.4775,1820.865,111.615,162.5375,284.4075,525.98,843.0725,1320.405
G2801430,3120.37,2270.62,30.4775,146.26,313.4725,600.8925,1044.6225,1588.34
G2801450,3242.9275,2072.3725,4.25,70.59,216.9,393.6975,734.9325,1490.7075
G2801470,2331.9425,2332.55,0,18.9925,104.3775,266.745,581.7725,970.0825
G2801490,2754.74,2358.44,0,43.0075,171.9675,386.4225,800.4125,1214.345
G2801510,2613.9175,2568.3775,0,1.9,31.74,232.065,540.3975,1094.375
G2801530,2844.105,2251.0275,0,30.97,139.3975,329.5875,767.945,1242.8775
G2801550,3545.4875,2008.955,135.6325,294.0325,566.205,897.1575,1480.6225,2054.07
G2801570,2001.3575,2668.3325,0,0,29.1125,95.37,373.835,736.1325
G2801590,3545.4875,2008.955,135.6325,294.0325,566.205,897.1575,1480.6225,2054.07
G2801610,2784.565,2279.23,2.0875,55.535,241.54,490.575,939.595,1381.5525
G2801630,2754.74,2358.44,0,43.0075,171.9675,386.4225,800.4125,1214.345
G2900010,6511.4875,1175.29,1957.35,2519.7,3062.7475,3572.8175,4409.9525,5160.6025
G2900030,5677.0175,1496.6075,477.895,834.005,1504.39,2388.98,3307.195,4209.07
G2900050,6433.8625,1392.0775,1238.2475,1734.245,2467.2125,3056.88,4227.8425,5138.57
G2900070,5461.2,1353.4275,827.9775,1338.3075,1988.94,2464.06,3074.2275,3955.865
G2900090,4401.7875,1756.605,513.74,839.2725,1224.12,1598.54,2085.855,2721.055
G2900110,3836.775,2068.1175,285.695,499.59,782.65,1164.5425,1757.25,2312.17
G2900130,4738.4925,1540.3725,403.7925,717.9875,1115.92,1666.9525,2292.5,3107.9175
G2900150,5032.2775,1523.7625,384.83,692.4575,1129.895,1725.5825,2611.4175,3450.14
G2900170,4590.3975,1409.3325,613.1625,874.1625,1134.75,1607.56,2117.165,2771.8375
G2900190,5461.2,1353.4275,827.9775,1338.3075,1988.94,2464.06,3074.2275,3955.865
G2900210,5677.0175,1496.6075,477.895,834.005,1504.39,2388.98,3307.195,4209.07
G2900230,4288.115,1748.0675,75.7125,204.81,570.6575,1155.28,1984.5525,2742.7125
G2900250,5677.0175,1496.6075,477.895,834.005,1504.39,2388.98,3307.195,4209.07
G2900270,5461.2,1353.4275,827.9775,1338.3075,1988.94,2464.06,3074.2275,3955.865
G2900290,4773.6275,1667.78,186.395,505.7775,940.1375,1472.095,2350.995,3244.925
G2900310,4590.3975,1409.3325,613.1625,874.1625,1134.75,1607.56,2117.165,2771.8375
G2900330,5032.2775,1523.7625,384.83,692.4575,1129.895,1725.5825,2611.4175,3450.14
G2900350,4288.115,1748.0675,75.7125,204.81,570.6575,1155.28,1984.5525,2742.7125
G2900370,4738.4925,1540.3725,403.7925,717.9875,1115.92,1666.9525,2292.5,3107.9175
G2900390,4822.6025,1438.76,514.6225,841.31,1365.7925,1771.4125,2468.4775,3231.185
G2900410,5461.2,1353.4275,827.9775,1338.3075,1988.94,2464.06,3074.2275,3955.865
G2900430,4822.6025,1438.76,514.6225,841.31,1365.7925,1771.4125,2468.4775,3231.185
G2900450,5548.09,1360.96,814.86,1200.785,1798.1325,2510.6625,3419.8775,4150.7325
G2900470,4389.435,2006.1075,207.4775,394.5625,535.7075,971.56,1893.995,2820.0875
G2900490,5580.8025,1460.925,972.88,1541.7625,2085.105,2574.9925,3333.8475,4118.695
G2900510,4650.1675,1627.3375,216.7,495.14,781.4975,1301.84,2250.46,3153.1625
G2900530,5461.2,1353.4275,827.9775,1338.3075,1988.94,2464.06,3074.2275,3955.865
G2900550,4935.7,1041.19,561.1175,846.1225,1256.8525,1582.1925,2209.285,3114.9825
G2900570,4822.6025,1438.76,514.6225,841.31,1365.7925,1771.4125,2468.4775,3231.185
G2900590,4822.6025,1438.76,514.6225,841.31,1365.7925,1771.4125,2468.4775,3231.185
G2900610,5677.0175,1496.6075,477.895,834.005,1504.39,2388.98,3307.195,4209.07
G2900630,5677.0175,1496.6075,477.895,834.005,1504.39,2388.98,3307.195,4209.07
G2900650,4935.7,1041.19,561.1175,846.1225,1256.8525,1582.1925,2209.285,3114.9825
G2900670,3899.4725,1729.9325,88.3525,265.895,526.325,895.055,1410.785,2217.895
G2900690,4288.115,1748.0675,75.7125,204.81,570.6575,1155.28,1984.5525,2742.7125
G2900710,4529.7025,1557.325,143.5175,427.035,906.5825,1354.955,2040.1725,2941.7
G2900730,4935.7,1041.19,561.1175,846.1225,1256.8525,1582.1925,2209.285,3114.9825
G2900750,5677.0175,1496.6075,477.895,834.005,1504.39,2388.98,3307.195,4209.07
G2900770,4822.6025,1438.76,514.6225,841.31,1365.7925,1771.4125,2468.4775,3231.185
G2900790,6154.945,1330.465,891.915,1448.125,2062.35,2677.73,3842.5275,4712.995
G2900810,6302.265,1109.34,1097.2375,1735.455,2513.99,2990.825,4093.3375,4880.94
G2900830,5032.2775,1523.7625,384.83,692.4575,1129.895,1725.5825,2611.4175,3450.14
G2900850,4822.6025,1438.76,514.6225,841.31,1365.7925,1771.4125,2468.4775,3231.185
G2900870,5986.98,1230.225,1413.9175,1907.8275,2441.09,3008.825,3759.995,4444.845
G2900890,5461.2,1353.4275,827.9775,1338.3075,1988.94,2464.06,3074.2275,3955.865
G2900910,3899.4725,1729.9325,88.3525,265.895,526.325,895.055,1410.785,2217.895
G2900930,4722.8775,1376.9625,360.0325,670.36,1124.1375,1599.91,2389.485,3112.4375
G2900950,4389.435,2006.1075,207.4775,394.5625,535.7075,971.56,1893.995,2820.0875
G2900970,3836.775,2068.1175,285.695,499.59,782.65,1164.5425,1757.25,2312.17
G2900990,4529.7025,1557.325,143.5175,427.035,906.5825,1354.955,2040.1725,2941.7
G2901010,5032.2775,1523.7625,384.83,692.4575,1129.895,1725.5825,2611.4175,3450.14
G2901030,6511.4875,1175.29,1957.35,2519.7,3062.7475,3572.8175,4409.9525,5160.6025
G2901050,4773.6275,1667.78,186.395,505.7775,940.1375,1472.095,2350.995,3244.925
G2901070,5032.2775,1523.7625,384.83,692.4575,1129.895,1725.5825,2611.4175,3450.14
G2901090,4822.6025,1438.76,514.6225,841.31,1365.7925,1771.4125,2468.4775,3231.185
G2901110,5548.09,1360.96,814.86,1200.785,1798.1325,2510.6625,3419.8775,4150.7325
G2901130,4529.7025,1557.325,143.5175,427.035,906.5825,1354.955,2040.1725,2941.7
G2901150,6511.4875,1175.29,1957.35,2519.7,3062.7475,3572.8175,4409.9525,5160.6025
G2901170,6511.4875,1175.29,1957.35,2519.7,3062.7475,3572.8175,4409.9525,5160.6025
G2901190,3918.7375,2129.3275,176.5025,459.84,849.8825,1235.8675,1767.915,2360.29
G2901210,6511.4875,1175.29,1957.35,2519.7,3062.7475,3572.8175,4409.9525,5160.6025
G2901230,4722.8775,1376.9625,360.0325,670.36,1124.1375,1599.91,2389.485,3112.4375
G2901250,4935.7,1041.19,561.1175,846.1225,1256.8525,1582.1925,2209.285,3114.9825
G2901270,5338.615,1179.28,598.39,960.3175,1449.23,1988.98,2922.6875,3779.5725
G2901290,6154.945,1330.465,891.915,1448.125,2062.35,2677.73,3842.5275,4712.995
G2901310,4773.6275,1667.78,186.395,505.7775,940.1375,1472.095,2350.995,3244.925
G2901330,4590.3975,1409.3325,613.1625,874.1625,1134.75,1607.56,2117.165,2771.8375
G2901350,5461.2,1353.4275,827.9775,1338.3075,1988.94,2464.06,3074.2275,3955.865
G2901370,5461.2,1353.4275,827.9775,1338.3075,1988.94,2464.06,3074.2275,3955.865
G2901390,5461.2,1353.4275,827.9775,1338.3075,1988.94,2464.06,3074.2275,3955.865
G2901410,4773.6275,1667.78,186.395,505.7775,940.1375,1472.095,2350.995,3244.925
G2901430,4590.3975,1409.3325,613.1625,874.1625,1134.75,1607.56,2117.165,2771.8375
G2901450,3836.775,2068.1175,285.695,499.59,782.65,1164.5425,1757.25,2312.17
G2901470,6200.1325,1478.4625,1101.7575,1688.1475,2388.0675,3026.4825,4082.765,4856.395
G2901490,4288.115,1748.0675,75.7125,204.81,570.6575,1155.28,1984.5525,2742.7125
G2901510,4650.1675,1627.3375,216.7,495.14,781.4975,1301.84,2250.46,3153.1625
G2901530,3899.4725,1729.9325,88.3525,265.895,526.325,895.055,1410.785,2217.895
G2901550,4288.115,1748.0675,75.7125,204.81,570.6575,1155.28,1984.5525,2742.7125
G2901570,4722.8775,1376.9625,360.0325,670.36,1124.1375,1599.91,2389.485,3112.4375
G2901590,5032.2775,1523.7625,384.83,692.4575,1129.895,1725.5825,2611.4175,3450.14
G2901610,4935.7,1041.19,561.1175,846.1225,1256.8525,1582.1925,2209.285,3114.9825
G2901630,5338.615,1179.28,598.39,960.3175,1449.23,1988.98,2922.6875,3779.5725
G2901650,5580.8025,1460.925,972.88,1541.7625,2085.105,2574.9925,3333.8475,4118.695
G2901670,4822.6025,1438.76,514.6225,841.31,1365.7925,1771.4125,2468.4775,3231.185
G2901690,4821.2325,1668.7275,419.0675,787.405,1110.08,1689.06,2565.11,3385.3325
G2901710,6511.4875,1175.29,1957.35,2519.7,3062.7475,3572.8175,4409.9525,5160.6025
G2901730,5338.615,1179.28,598.39,960.3175,1449.23,1988.98,2922.6875,3779.5725
G2901750,5461.2,1353.4275,827.9775,1338.3075,1988.94,2464.06,3074.2275,3955.865
G2901770,4389.435,2006.1075,207.4775,394.5625,535.7075,971.56,1893.995,2820.0875
G2901790,4722.8775,1376.9625,360.0325,670.36,1124.1375,1599.91,2389.485,3112.4375
G2901810,4288.115,1748.0675,75.7125,204.81,570.6575,1155.28,1984.5525,2742.7125
G2901830,4529.7025,1557.325,143.5175,427.035,906.5825,1354.955,2040.1725,2941.7
G2901850,5032.2775,1523.7625,384.83,692.4575,1129.895,1725.5825,2611.4175,3450.14
G2901860,4722.8775,1376.9625,360.0325,670.36,1124.1375,1599.91,2389.485,3112.4375
G2901870,4722.8775,1376.9625,360.0325,670.36,1124.1375,1599.91,2389.485,3112.4375
G2901890,4943.7125,1707.3125,542.79,942.3725,1358.63,1826.7375,2670.575,3427.05
G2901950,5032.2775,1523.7625,384.83,692.4575,1129.895,1725.5825,2611.4175,3450.14
G2901970,6511.4875,1175.29,1957.35,2519.7,3062.7475,3572.8175,4409.9525,5160.6025
G2901990,6511.4875,1175.29,1957.35,2519.7,3062.7475,3572.8175,4409.9525,5160.6025
G2902010,4590.3975,1409.3325,613.1625,874.1625,1134.75,1607.56,2117.165,2771.8375
G2902030,4821.2325,1668.7275,419.0675,787.405,1110.08,1689.06,2565.11,3385.3325
G2902050,5461.2,1353.4275,827.9775,1338.3075,1988.94,2464.06,3074.2275,3955.865
G2902070,4288.115,1748.0675,75.7125,204.81,570.6575,1155.28,1984.5525,2742.7125
G2902090,4822.6025,1438.76,514.6225,841.31,1365.7925,1771.4125,2468.4775,3231.185
G2902110,6511.4875,1175.29,1957.35,2519.7,3062.7475,3572.8175,4409.9525,5160.6025
G2902130,3998.56,1694.035,75.4225,351.64,754.4625,1063.4925,1542.905,2288.675
G2902150,4821.2325,1668.7275,419.0675,787.405,1110.08,1689.06,2565.11,3385.3325
G2902170,3836.775,2068.1175,285.695,499.59,782.65,1164.5425,1757.25,2312.17
G2902190,4529.7025,1557.325,143.5175,427.035,906.5825,1354.955,2040.1725,2941.7
G2902210,4722.8775,1376.9625,360.0325,670.36,1124.1375,1599.91,2389.485,3112.4375
G2902230,4288.115,1748.0675,75.7125,204.81,570.6575,1155.28,1984.5525,2742.7125
G2902250,4822.6025,1438.76,514.6225,841.31,1365.7925,1771.4125,2468.4775,3231.185
G2902270,6302.265,1109.34,1097.2375,1735.455,2513.99,2990.825,4093.3375,4880.94
G2902290,4821.2325,1668.7275,419.0675,787.405,1110.08,1689.06,2565.11,3385.3325
G2905100,4781.7125,1551.1325,216.52,668.43,1095.61,1631.7625,2372.08,3205.975
G3000010,9351.675,459.99,1802.06,2953.9725,4138.9525,5142.565,6450.36,7614.63
G3000030,7520.685,749.4075,1519.2175,2213.8,2964.305,3603.6025,4595.29,5579.995
G3000050,8419.7425,787.12,2397.615,3261.66,3939.0175,4655.07,5667.87,6589.985
G3000070,7897.99,558.715,1289.255,2120.9525,2895.19,3742.855,4907.21,6044.0975
G3000090,7049.78,834.6575,1278.2375,1815.225,2392.885,3083.7825,4186.4275,5249.27
G3000110,8911.1825,834.65,3021.5425,3882.0775,4725.6375,5536.9925,6480.7775,7341.965
G3000130,8021.9975,623.54,2112.585,2596.8275,3140.3725,3682.505,4792.0075,6026.4875
G3000150,8419.7425,787.12,2397.615,3261.66,3939.0175,4655.07,5667.87,6589.985
G3000170,7830.4925,938.06,2377.725,2929.7225,3603.18,4256.225,5205.975,6179.5325
G3000190,9204.6775,547.135,3396.9825,4474.7675,5397.605,6107.66,6838.915,7513.95
G3000210,8911.1825,834.65,3021.5425,3882.0775,4725.6375,5536.9925,6480.7775,7341.965
G3000230,9351.675,459.99,1802.06,2953.9725,4138.9525,5142.565,6450.36,7614.63
G3000250,8911.1825,834.65,3021.5425,3882.0775,4725.6375,5536.9925,6480.7775,7341.965
G3000270,8227.9175,392.5925,1261.2525,2018.8675,2937.31,3779.175,4898.1675,6091.01
G3000290,8226.6475,499.855,776.595,1682.0375,2819.7025,3906.5575,5214.545,6348.99
G3000310,8628.7975,645.895,1752.1325,2580.5575,3548.385,4488.6075,5736.795,6894.07
G3000330,8380.8525,766.5825,2863.325,3538.7675,4348.1925,4974.8475,5758.0325,6679.0275
G3000350,8306.59,366.055,1635.8525,2321.415,3041.195,3898.1925,4950.6225,6048.385
G3000370,7049.78,834.6575,1278.2375,1815.225,2392.885,3083.7825,4186.4275,5249.27
G3000390,7694.7725,590.39,463.2225,1351.01,2147.905,3105.5525,4487.275,5731.46
G3000410,8419.7425,787.12,2397.615,3261.66,3939.0175,4655.07,5667.87,6589.985
G3000430,7897.99,558.715,1289.255,2120.9525,2895.19,3742.855,4907.21,6044.0975
G3000450,8227.9175,392.5925,1261.2525,2018.8675,2937.31,3779.175,4898.1675,6091.01
G3000470,7694.7725,590.39,463.2225,1351.01,2147.905,3105.5525,4487.275,5731.46
G3000490,7897.99,558.715,1289.255,2120.9525,2895.19,3742.855,4907.21,6044.0975
G3000510,8021.9975,623.54,2112.585,2596.8275,3140.3725,3682.505,4792.0075,6026.4875
G3000530,8226.6475,499.855,776.595,1682.0375,2819.7025,3906.5575,5214.545,6348.99
G3000550,9204.6775,547.135,3396.9825,4474.7675,5397.605,6107.66,6838.915,7513.95
G3000570,9351.675,459.99,1802.06,2953.9725,4138.9525,5142.565,6450.36,7614.63
G3000590,8628.7975,645.895,1752.1325,2580.5575,3548.385,4488.6075,5736.795,6894.07
G3000610,7694.7725,590.39,463.2225,1351.01,2147.905,3105.5525,4487.275,5731.46
G3000630,7694.7725,590.39,463.2225,1351.01,2147.905,3105.5525,4487.275,5731.46
G3000650,7049.78,834.6575,1278.2375,1815.225,2392.885,3083.7825,4186.4275,5249.27
G3000670,7360.0975,757.84,767.18,1212.9875,1883.5,2700.9675,3772.77,5168.5875
G3000690,8227.9175,392.5925,1261.2525,2018.8675,2937.31,3779.175,4898.1675,6091.01
G3000710,8380.8525,766.5825,2863.325,3538.7675,4348.1925,4974.8475,5758.0325,6679.0275
G3000730,8306.59,366.055,1635.8525,2321.415,3041.195,3898.1925,4950.6225,6048.385
G3000750,7830.4925,938.06,2377.725,2929.7225,3603.18,4256.225,5205.975,6179.5325
G3000770,9351.675,459.99,1802.06,2953.9725,4138.9525,5142.565,6450.36,7614.63
G3000790,8911.1825,834.65,3021.5425,3882.0775,4725.6375,5536.9925,6480.7775,7341.965
G3000810,7694.7725,590.39,463.2225,1351.01,2147.905,3105.5525,4487.275,5731.46
G3000830,9636.27,697.7775,4162.8425,4921.45,5551.405,6377.8475,7356.4025,8119.2675
G3000850,9204.6775,547.135,3396.9825,4474.7675,5397.605,6107.66,6838.915,7513.95
G3000870,7830.4925,938.06,2377.725,2929.7225,3603.18,4256.225,5205.975,6179.5325
G3000890,8226.6475,499.855,776.595,1682.0375,2819.7025,3906.5575,5214.545,6348.99
G3000910,8787.7625,737.72,2968.2775,3980.9075,4882.3975,5564.2975,6431.15,7285.4575
G3000930,9351.675,459.99,1802.06,2953.9725,4138.9525,5142.565,6450.36,7614.63
G3000950,7049.78,834.6575,1278.2375,1815.225,2392.885,3083.7825,4186.4275,5249.27
G3000970,7360.0975,757.84,767.18,1212.9875,1883.5,2700.9675,3772.77,5168.5875
G3000990,8021.9975,623.54,2112.585,2596.8275,3140.3725,3682.505,4792.0075,6026.4875
G3001010,8306.59,366.055,1635.8525,2321.415,3041.195,3898.1925,4950.6225,6048.385
G3001030,7830.4925,938.06,2377.725,2929.7225,3603.18,4256.225,5205.975,6179.5325
G3001050,8380.8525,766.5825,2863.325,3538.7675,4348.1925,4974.8475,5758.0325,6679.0275
G3001070,8227.9175,392.5925,1261.2525,2018.8675,2937.31,3779.175,4898.1675,6091.01
G3001090,9261.08,711.365,3972.675,4658.7625,5412.17,5976.27,6854.705,7617.125
G3001110,7049.78,834.6575,1278.2375,1815.225,2392.885,3083.7825,4186.4275,5249.27
G3100010,6360.035,1284.4925,1116.235,1722.4125,2446.725,3274.5325,4162.305,4854.7975
G3100030,7176.275,1195.655,2166.215,2924.1525,3538.935,4169.7575,5010.725,5883.8975
G3100050,6290.3825,1204.7375,428.525,1054.8625,1887.0675,2754.0375,3721.1225,4733.67
G3100070,7003.525,1057.5325,1282.7675,1988.95,2723.395,3429.775,4473.17,5350.03
G3100090,7115.615,958.4,1394.11,2092.1525,2976.305,3692.9125,4655.0125,5477.8475
G3100110,7176.275,1195.655,2166.215,2924.1525,3538.935,4169.7575,5010.725,5883.8975
G3100130,7327.825,1084.135,1420.1125,2085.1675,2870.59,3636.9375,4629.7875,5591.6975
G3100150,7940.295,1018.995,2726.695,3663.225,4509.77,5134.68,5848.065,6430.6725
G3100170,6459.8775,976.2525,651.25,1120.14,1719.3475,2484.945,3630.245,4568.0225
G3100190,6606.88,986.38,744.8625,1351.815,2278.165,3226.76,4205.0575,4990.6075
G3100210,6805.145,1160.2175,1783.1825,2438.0425,2983.8725,3678.1025,4615.675,5386.3775
G3100230,6831.0375,1153.1775,1443.885,2148.4475,2921.8325,3967.1625,4825.9725,5457.1925
G3100250,6405.9975,1242.075,1385.09,1795.815,2296.95,2958.1075,3916.845,4801.0625
G3100270,7225.5975,1149.42,1955.3475,2472.735,3187.51,4173.825,4984.8475,5757.25
G3100290,6290.3825,1204.7375,428.525,1054.8625,1887.0675,2754.0375,3721.1225,4733.67
G3100310,6816.835,1128.6625,1241.595,2000.9475,2815.6,3546.0125,4373.9725,5232.7725
G3100330,7283.4175,848.365,1104.0175,1661.34,2514.4025,3429.605,4631.88,5522.69
G3100350,6360.035,1284.4925,1116.235,1722.4125,2446.725,3274.5325,4162.305,4854.7975
G3100370,6831.0375,1153.1775,1443.885,2148.4475,2921.8325,3967.1625,4825.9725,5457.1925
G3100390,7101.5025,1115.16,1875.0275,2712.935,3553.8825,4286.815,5105.0125,5797.705
G3100410,7115.615,958.4,1394.11,2092.1525,2976.305,3692.9125,4655.0125,5477.8475
G3100430,6977.83,1164.04,1638.1325,2569.565,3332.1075,3924.555,4830.7225,5648.15
G3100450,6959.8475,1123.55,1136.755,1725.7975,2531.855,3262.395,4374.1525,5232.485
G3100470,7115.615,958.4,1394.11,2092.1525,2976.305,3692.9125,4655.0125,5477.8475
G3100490,7283.4175,848.365,1104.0175,1661.34,2514.4025,3429.605,4631.88,5522.69
G3100510,6977.83,1164.04,1638.1325,2569.565,3332.1075,3924.555,4830.7225,5648.15
G3100530,7101.5025,1115.16,1875.0275,2712.935,3553.8825,4286.815,5105.0125,5797.705
G3100550,6464.4475,1371.2875,1703.795,2372.485,2896.405,3419.605,4261.2225,5077.825
G3100570,6290.3825,1204.7375,428.525,1054.8625,1887.0675,2754.0375,3721.1225,4733.67
G3100590,6360.035,1284.4925,1116.235,1722.4125,2446.725,3274.5325,4162.305,4854.7975
G3100610,6803.285,993.815,1271.8725,1800.695,2543.605,3208.565,4206.0675,5022.885
G3100630,6096.0275,1508.225,776.985,1392.5,2198.07,2954.745,3839.5975,4583.0675
G3100650,6803.285,993.815,1271.8725,1800.695,2543.605,3208.565,4206.0675,5022.885
G3100670,5841.545,1291.6775,517.2325,939.6525,1605.5225,2371.5125,3571.4875,4319.5225
G3100690,7283.4175,848.365,1104.0175,1661.34,2514.4025,3429.605,4631.88,5522.69
G3100710,6671.3325,1138.035,921.195,1581.7425,2469.6925,3372.52,4309.7375,5168.7875
G3100730,6803.285,993.815,1271.8725,1800.695,2543.605,3208.565,4206.0675,5022.885
G3100750,7327.825,1084.135,1420.1125,2085.1675,2870.59,3636.9375,4629.7875,5591.6975
G3100770,6671.3325,1138.035,921.195,1581.7425,2469.6925,3372.52,4309.7375,5168.7875
G3100790,6935.58,1253.1,1956.445,2591.3425,3184.27,3788.0025,4695.565,5553.095
G3100810,6935.58,1253.1,1956.445,2591.3425,3184.27,3788.0025,4695.565,5553.095
G3100830,6803.285,993.815,1271.8725,1800.695,2543.605,3208.565,4206.0675,5022.885
G3100850,6290.3825,1204.7375,428.525,1054.8625,1887.0675,2754.0375,3721.1225,4733.67
G3100870,6096.0275,1508.225,776.985,1392.5,2198.07,2954.745,3839.5975,4583.0675
G3100890,7940.295,1018.995,2726.695,3663.225,4509.77,5134.68,5848.065,6430.6725
G3100910,6915.125,1024.9775,1024.7225,1780.1,2665.22,3367.0775,4347.285,5316.0275
G3100930,6935.58,1253.1,1956.445,2591.3425,3184.27,3788.0025,4695.565,5553.095
G3100950,5841.545,1291.6775,517.2325,939.6525,1605.5225,2371.5125,3571.4875,4319.5225
G3100970,5841.545,1291.6775,517.2325,939.6525,1605.5225,2371.5125,3571.4875,4319.5225
G3100990,6606.88,986.38,744.8625,1351.815,2278.165,3226.76,4205.0575,4990.6075
G3101010,6290.3825,1204.7375,428.525,1054.8625,1887.0675,2754.0375,3721.1225,4733.67
G3101030,6459.8775,976.2525,651.25,1120.14,1719.3475,2484.945,3630.245,4568.0225
G3101050,7003.525,1057.5325,1282.7675,1988.95,2723.395,3429.775,4473.17,5350.03
G3101070,7225.5975,1149.42,1955.3475,2472.735,3187.51,4173.825,4984.8475,5757.25
G3101090,6063.685,1402.48,995.8525,1643.8175,2316.885,2895.77,3685.1375,4568.395
G3101110,6915.125,1024.9775,1024.7225,1780.1,2665.22,3367.0775,4347.285,5316.0275
G3101130,6915.125,1024.9775,1024.7225,1780.1,2665.22,3367.0775,4347.285,5316.0275
G3101150,7115.615,958.4,1394.11,2092.1525,2976.305,3692.9125,4655.0125,5477.8475
G3101170,6915.125,1024.9775,1024.7225,1780.1,2665.22,3367.0775,4347.285,5316.0275
G3101190,7176.275,1195.655,2166.215,2924.1525,3538.935,4169.7575,5010.725,5883.8975
G3101210,6935.58,1253.1,1956.445,2591.3425,3184.27,3788.0025,4695.565,5553.095
G3101230,7003.525,1057.5325,1282.7675,1988.95,2723.395,3429.775,4473.17,5350.03
G3101250,6831.0375,1153.1775,1443.885,2148.4475,2921.8325,3967.1625,4825.9725,5457.1925
G3101270,5986.98,1230.225,1413.9175,1907.8275,2441.09,3008.825,3759.995,4444.845
G3101290,6360.035,1284.4925,1116.235,1722.4125,2446.725,3274.5325,4162.305,4854.7975
G3101310,6405.9975,1242.075,1385.09,1795.815,2296.95,2958.1075,3916.845,4801.0625
G3101330,5986.98,1230.225,1413.9175,1907.8275,2441.09,3008.825,3759.995,4444.845
G3101350,6290.3825,1204.7375,428.525,1054.8625,1887.0675,2754.0375,3721.1225,4733.67
G3101370,6803.285,993.815,1271.8725,1800.695,2543.605,3208.565,4206.0675,5022.885
G3101390,7176.275,1195.655,2166.215,2924.1525,3538.935,4169.7575,5010.725,5883.8975
G3101410,6831.0375,1153.1775,1443.885,2148.4475,2921.8325,3967.1625,4825.9725,5457.1925
G3101430,6831.0375,1153.1775,1443.885,2148.4475,2921.8325,3967.1625,4825.9725,5457.1925
G3101450,6096.0275,1508.225,776.985,1392.5,2198.07,2954.745,3839.5975,4583.0675
G3101470,5986.98,1230.225,1413.9175,1907.8275,2441.09,3008.825,3759.995,4444.845
G3101490,6459.8775,976.2525,651.25,1120.14,1719.3475,2484.945,3630.245,4568.0225
G3101510,6063.685,1402.48,995.8525,1643.8175,2316.885,2895.77,3685.1375,4568.395
G3101530,6405.9975,1242.075,1385.09,1795.815,2296.95,2958.1075,3916.845,4801.0625
G3101550,7101.5025,1115.16,1875.0275,2712.935,3553.8825,4286.815,5105.0125,5797.705
G3101570,7003.525,1057.5325,1282.7675,1988.95,2723.395,3429.775,4473.17,5350.03
G3101590,6063.685,1402.48,995.8525,1643.8175,2316.885,2895.77,3685.1375,4568.395
G3101610,6959.8475,1123.55,1136.755,1725.7975,2531.855,3262.395,4374.1525,5232.485
G3101630,6671.3325,1138.035,921.195,1581.7425,2469.6925,3372.52,4309.7375,5168.7875
G3101650,7003.525,1057.5325,1282.7675,1988.95,2723.395,3429.775,4473.17,5350.03
G3101670,7176.275,1195.655,2166.215,2924.1525,3538.935,4169.7575,5010.725,5883.8975
G3101690,5108.1025,1777.33,689.6325,982.1975,1439.1225,1948.875,2667.765,3569.245
G3101710,6459.8775,976.2525,651.25,1120.14,1719.3475,2484.945,3630.245,4568.0225
G3101730,6977.83,1164.04,1638.1325,2569.565,3332.1075,3924.555,4830.7225,5648.15
G3101750,6671.3325,1138.035,921.195,1581.7425,2469.6925,3372.52,4309.7375,5168.7875
G3101770,6464.4475,1371.2875,1703.795,2372.485,2896.405,3419.605,4261.2225,5077.825
G3101790,7176.275,1195.655,2166.215,2924.1525,3538.935,4169.7575,5010.725,5883.8975
G3101810,6360.035,1284.4925,1116.235,1722.4125,2446.725,3274.5325,4162.305,4854.7975
G3101830,6671.3325,1138.035,921.195,1581.7425,2469.6925,3372.52,4309.7375,5168.7875
G3101850,6831.0375,1153.1775,1443.885,2148.4475,2921.8325,3967.1625,4825.9725,5457.1925
G3200010,5530.365,1494.7575,214.4425,543.0475,1154.3,1871.2975,2802.315,3717.5225
G3200030,2482.3875,3469.29,0,0,0,17.0075,164.1975,697.0125
