in.county,hdd,cdd,switchover_lt15,switchover_lt20,switchover_lt25,switchover_lt30,switchover_lt35,switchover_lt40
G1200010,1551.19,2700.0625,0,0,0,20.1625,147.565,342.975
G1200030,1240.7575,2973.22,0,0,0,3.0275,57.5175,198.7525
G1200050,1457.89,2952.7075,0,0,6.805,45.3125,143.875,392.0925
G1200070,1551.19,2700.0625,0,0,0,20.1625,147.565,342.975
G1200090,508.45,3346.69,0,0,0,0,5.275,21.36
G1200110,204.6575,4273.4375,0,0,0,0,0,0
G1200130,2023.115,2304.8525,4.175,27.35,50.055,139.655,411.14,726.9
G1200150,386.5375,3965.4325,0,0,0,0,6.725,12.55
G1200170,1459.625,2803.235,15.79,23.6075,58.3075,126.495,273.58,504.1325
G1200190,1240.7575,2973.22,0,0,0,3.0275,57.5175,198.7525
G1200210,474.2075,3465.755,0,0,0,0,0,6.525
G1200230,1551.19,2700.0625,0,0,0,20.1625,147.565,342.975
G1200270,386.5375,3965.4325,0,0,0,0,6.725,12.55
G1200290,1551.19,2700.0625,0,0,0,20.1625,147.565,342.975
G1200310,1240.7575,2973.22,0,0,0,3.0275,57.5175,198.7525
G1200330,1343.0525,2731.5425,0,0,6.85,31.64,89.2775,204.0125
G1200350,966.9475,2899.975,0,0,12.1225,26.0875,44.1275,97.5875
G1200370,1875.475,2543.7475,0,3.755,29.69,140.915,347.8575,629.3575
G1200390,1875.475,2543.7475,0,3.755,29.69,140.915,347.8575,629.3575
G1200410,1551.19,2700.0625,0,0,0,20.1625,147.565,342.975
G1200430,559.5075,3379.6575,0,0,0,0,0,6.45
G1200450,2023.115,2304.8525,4.175,27.35,50.055,139.655,411.14,726.9
G1200470,1770.96,2767.935,0,0,8.825,24.375,187.915,486.84
G1200490,1162.5875,3191.5625,0,0,1.6675,18.6675,100.285,239.2475
G1200510,559.5075,3379.6575,0,0,0,0,0,6.45
G1200530,802.0725,3401.58,0,0,0,4.545,20.745,97.4775
G1200550,1162.5875,3191.5625,0,0,1.6675,18.6675,100.285,239.2475
G1200570,802.0725,3401.58,0,0,0,4.545,20.745,97.4775
G1200590,1457.89,2952.7075,0,0,6.805,45.3125,143.875,392.0925
G1200610,453.625,3557.53,0,0,0,0,3.9975,28.195
G1200630,1457.89,2952.7075,0,0,6.805,45.3125,143.875,392.0925
G1200650,1875.475,2543.7475,0,3.755,29.69,140.915,347.8575,629.3575
G1200670,1770.96,2767.935,0,0,8.825,24.375,187.915,486.84
G1200690,864.25,3379.2625,0,0,0,0,19.575,75.15
G1200710,386.5375,3965.4325,0,0,0,0,6.725,12.55
G1200730,1875.475,2543.7475,0,3.755,29.69,140.915,347.8575,629.3575
G1200750,1459.625,2803.235,15.79,23.6075,58.3075,126.495,273.58,504.1325
G1200770,1875.475,2543.7475,0,3.755,29.69,140.915,347.8575,629.3575
G1200790,1770.96,2767.935,0,0,8.825,24.375,187.915,486.84
G1200810,760.5675,3330.18,0,0,0,0,8.325,71.975
G1200830,1459.625,2803.235,15.79,23.6075,58.3075,126.495,273.58,504.1325
G1200850,856.2025,3134.89,0,0,0,0,27.755,105.645
G1200860,236.0125,4292.05,0,0,0,0,0,0
G1200870,142.05,5180.445,0,0,0,0,0,0
G1200890,1609.215,2630.6925,0,11.415,23.6575,37.495,151.285,397.825
G1200910,2189.6675,2437.13,4.175,39.1025,123.54,300.1875,603.0625,925.3025
G1200930,856.2025,3134.89,0,0,0,0,27.755,105.645
G1200950,864.25,3379.2625,0,0,0,0,19.575,75.15
G1200970,788.9275,3111.655,0,0,0,0,14.42,57.325
G1200990,411.6975,3839.3625,0,0,0,0,9.565,12.9925
G1201010,802.0725,3401.58,0,0,0,4.545,20.745,97.4775
G1201030,895.7625,3514.215,0,0,0,12.185,34.81,113.76
G1201050,1162.5875,3191.5625,0,0,1.6675,18.6675,100.285,239.2475
G1201070,1551.19,2700.0625,0,0,0,20.1625,147.565,342.975
G1201090,1240.7575,2973.22,0,0,0,3.0275,57.5175,198.7525
G1201110,856.2025,3134.89,0,0,0,0,27.755,105.645
G1201130,1343.0525,2731.5425,0,0,6.85,31.64,89.2775,204.0125
G1201150,760.5675,3330.18,0,0,0,0,8.325,71.975
G1201170,943.745,3120.8825,0,0,0,0,25.06,97.19
G1201190,1459.625,2803.235,15.79,23.6075,58.3075,126.495,273.58,504.1325
G1201210,1770.96,2767.935,0,0,8.825,24.375,187.915,486.84
G1201230,1770.96,2767.935,0,0,8.825,24.375,187.915,486.84
G1201250,1551.19,2700.0625,0,0,0,20.1625,147.565,342.975
G1201270,966.9475,2899.975,0,0,12.1225,26.0875,44.1275,97.5875
G1201290,1875.475,2543.7475,0,3.755,29.69,140.915,347.8575,629.3575
G1201310,2189.6675,2437.13,4.175,39.1025,123.54,300.1875,603.0625,925.3025
G1201330,1457.89,2952.7075,0,0,6.805,45.3125,143.875,392.0925
G1300010,2474.225,2402.84,0,1.8775,81.14,244.5125,490.2525,984.16
G1300030,1982.8175,2486.0825,0,0,13.4,76.9,264.3725,642.155
G1300050,2474.225,2402.84,0,1.8775,81.14,244.5125,490.2525,984.16
G1300070,1982.8175,2486.0825,0,0,13.4,76.9,264.3725,642.155
G1300090,2635.1775,2284.2375,0,25.4125,91.65,243.2825,602.565,1104.05
G1300110,2948.11,1799.815,6.375,62.315,181.8875,362.3125,757.435,1305.705
G1300130,2948.11,1799.815,6.375,62.315,181.8875,362.3125,757.435,1305.705
G1300150,3948.99,1508.055,171.2475,333.6425,582.415,1051.24,1608.32,2261.6325
G1300170,1982.8175,2486.0825,0,0,13.4,76.9,264.3725,642.155
G1300190,2263.475,2366.9375,8.415,31.5225,96.385,206.6875,423.91,901.7025
G1300210,2635.1775,2284.2375,0,25.4125,91.65,243.2825,602.565,1104.05
G1300230,3215.775,2100.3525,19.275,125.0025,402.7275,684.785,1189.87,1761.015
G1300250,2322.36,2573.355,0,34.425,93.4975,229.7,473.215,890.115
G1300270,1770.96,2767.935,0,0,8.825,24.375,187.915,486.84
G1300290,2019.115,2522.5225,0,1.8775,30.705,116.53,336.4775,682.2
G1300310,2846.285,2179.7075,0,30.19,215.9775,455.31,778.3625,1270.66
G1300330,2846.285,2179.7075,0,30.19,215.9775,455.31,778.3625,1270.66
G1300350,3034.18,1930.135,20.0925,58.8125,238.3425,505.9275,810.32,1365.625
G1300370,1982.8175,2486.0825,0,0,13.4,76.9,264.3725,642.155
G1300390,1609.215,2630.6925,0,11.415,23.6575,37.495,151.285,397.825
G1300430,2019.115,2522.5225,0,1.8775,30.705,116.53,336.4775,682.2
G1300450,3116.5925,1683.2675,6.45,54.955,177.1725,433.9825,883.3525,1501.415
G1300470,3456.8225,1772,0,61.4975,241.855,532.1525,1038.8425,1783.54
G1300490,1609.215,2630.6925,0,11.415,23.6575,37.495,151.285,397.825
G1300510,2470.08,2405.55,0,17.4075,115.7775,314.135,652.495,1067.1225
G1300530,3415.08,1952.535,39.5475,135.265,407.4875,832.955,1321.66,1862.285
G1300550,3545.1925,1915.54,6.2625,42.925,185.495,543.1475,1128.32,1807.1975
G1300570,3948.99,1508.055,171.2475,333.6425,582.415,1051.24,1608.32,2261.6325
G1300590,2948.11,1799.815,6.375,62.315,181.8875,362.3125,757.435,1305.705
G1300610,2292.945,2510.1525,2.125,21.9125,56.7625,121.84,351.2525,855.2
G1300630,3034.18,1930.135,20.0925,58.8125,238.3425,505.9275,810.32,1365.625
G1300650,2263.475,2366.9375,8.415,31.5225,96.385,206.6875,423.91,901.7025
G1300670,3948.99,1508.055,171.2475,333.6425,582.415,1051.24,1608.32,2261.6325
G1300690,1982.8175,2486.0825,0,0,13.4,76.9,264.3725,642.155
G1300710,2263.475,2366.9375,8.415,31.5225,96.385,206.6875,423.91,901.7025
G1300730,2846.285,2179.7075,0,30.19,215.9775,455.31,778.3625,1270.66
G1300750,2263.475,2366.9375,8.415,31.5225,96.385,206.6875,423.91,901.7025
G1300770,3034.18,1930.135,20.0925,58.8125,238.3425,505.9275,810.32,1365.625
G1300790,2635.1775,2284.2375,0,25.4125,91.65,243.2825,602.565,1104.05
G1300810,1982.8175,2486.0825,0,0,13.4,76.9,264.3725,642.155
G1300830,3456.8225,1772,0,61.4975,241.855,532.1525,1038.8425,1783.54
G1300850,3545.1925,1915.54,6.2625,42.925,185.495,543.1475,1128.32,1807.1975
G1300870,1875.475,2543.7475,0,3.755,29.69,140.915,347.8575,629.3575
G1300890,3546.755,1810.025,132.95,261.53,454.915,789.4075,1252.815,1915.425
G1300910,3215.775,2100.3525,19.275,125.0025,402.7275,684.785,1189.87,1761.015
G1300930,3215.775,2100.3525,19.275,125.0025,402.7275,684.785,1189.87,1761.015
G1300950,1982.8175,2486.0825,0,0,13.4,76.9,264.3725,642.155
G1300970,3116.5925,1683.2675,6.45,54.955,177.1725,433.9825,883.3525,1501.415
G1300990,2292.945,2510.1525,2.125,21.9125,56.7625,121.84,351.2525,855.2
G1301010,1770.96,2767.935,0,0,8.825,24.375,187.915,486.84
G1301030,2019.115,2522.5225,0,1.8775,30.705,116.53,336.4775,682.2
G1301050,3661.9775,1701.4475,65.64,174.2675,361.1675,683.5525,1191.2925,1898.0225
G1301070,2846.285,2179.7075,0,30.19,215.9775,455.31,778.3625,1270.66
G1301090,2019.115,2522.5225,0,1.8775,30.705,116.53,336.4775,682.2
G1301110,3456.8225,1772,0,61.4975,241.855,532.1525,1038.8425,1783.54
G1301130,3034.18,1930.135,20.0925,58.8125,238.3425,505.9275,810.32,1365.625
G1301150,3545.1925,1915.54,6.2625,42.925,185.495,543.1475,1128.32,1807.1975
G1301170,3546.755,1810.025,132.95,261.53,454.915,789.4075,1252.815,1915.425
G1301190,4577.87,932.9675,66.85,237.3475,644.4975,1151.635,1899.1625,2660.8475
G1301210,3546.755,1810.025,132.95,261.53,454.915,789.4075,1252.815,1915.425
G1301230,3545.1925,1915.54,6.2625,42.925,185.495,543.1475,1128.32,1807.1975
G1301250,2846.285,2179.7075,0,30.19,215.9775,455.31,778.3625,1270.66
G1301270,2322.36,2573.355,0,34.425,93.4975,229.7,473.215,890.115
G1301290,3545.1925,1915.54,6.2625,42.925,185.495,543.1475,1128.32,1807.1975
G1301310,1875.475,2543.7475,0,3.755,29.69,140.915,347.8575,629.3575
G1301330,2948.11,1799.815,6.375,62.315,181.8875,362.3125,757.435,1305.705
G1301350,3546.755,1810.025,132.95,261.53,454.915,789.4075,1252.815,1915.425
G1301370,4132.7975,1580.5175,97.955,347.1225,687.4875,1144.745,1804.6225,2512.6325
G1301390,3545.1925,1915.54,6.2625,42.925,185.495,543.1475,1128.32,1807.1975
G1301410,2948.11,1799.815,6.375,62.315,181.8875,362.3125,757.435,1305.705
G1301430,3116.5925,1683.2675,6.45,54.955,177.1725,433.9825,883.3525,1501.415
G1301450,2365.3475,2505.32,0,23.2575,65.2425,206.945,465.7725,914.775
G1301470,3661.9775,1701.4475,65.64,174.2675,361.1675,683.5525,1191.2925,1898.0225
G1301490,3116.5925,1683.2675,6.45,54.955,177.1725,433.9825,883.3525,1501.415
G1301510,3034.18,1930.135,20.0925,58.8125,238.3425,505.9275,810.32,1365.625
G1301530,3215.775,2100.3525,19.275,125.0025,402.7275,684.785,1189.87,1761.015
G1301550,1982.8175,2486.0825,0,0,13.4,76.9,264.3725,642.155
G1301570,2948.11,1799.815,6.375,62.315,181.8875,362.3125,757.435,1305.705
G1301590,2635.1775,2284.2375,0,25.4125,91.65,243.2825,602.565,1104.05
G1301610,2474.225,2402.84,0,1.8775,81.14,244.5125,490.2525,984.16
G1301630,2846.285,2179.7075,0,30.19,215.9775,455.31,778.3625,1270.66
G1301650,2846.285,2179.7075,0,30.19,215.9775,455.31,778.3625,1270.66
G1301670,3215.775,2100.3525,19.275,125.0025,402.7275,684.785,1189.87,1761.015
G1301690,2635.1775,2284.2375,0,25.4125,91.65,243.2825,602.565,1104.05
G1301710,3034.18,1930.135,20.0925,58.8125,238.3425,505.9275,810.32,1365.625
G1301730,2263.475,2366.9375,8.415,31.5225,96.385,206.6875,423.91,901.7025
G1301750,3215.775,2100.3525,19.275,125.0025,402.7275,684.785,1189.87,1761.015
G1301770,1982.8175,2486.0825,0,0,13.4,76.9,264.3725,642.155
G1301790,2470.08,2405.55,0,17.4075,115.7775,314.135,652.495,1067.1225
G1301810,2846.285,2179.7075,0,30.19,215.9775,455.31,778.3625,1270.66
G1301830,2322.36,2573.355,0,34.425,93.4975,229.7,473.215,890.115
G1301850,1770.96,2767.935,0,0,8.825,24.375,187.915,486.84
G1301870,3545.1925,1915.54,6.2625,42.925,185.495,543.1475,1128.32,1807.1975
G1301890,2846.285,2179.7075,0,30.19,215.9775,455.31,778.3625,1270.66
G1301910,2322.36,2573.355,0,34.425,93.4975,229.7,473.215,890.115
G1301930,2635.1775,2284.2375,0,25.4125,91.65,243.2825,602.565,1104.05
G1301950,2948.11,1799.815,6.375,62.315,181.8875,362.3125,757.435,1305.705
G1301970,2365.3475,2505.32,0,23.2575,65.2425,206.945,465.7725,914.775
G1301990,2365.3475,2505.32,0,23.2575,65.2425,206.945,465.7725,914.775
G1302010,1875.475,2543.7475,0,3.755,29.69,140.915,347.8575,629.3575
G1302050,1982.8175,2486.0825,0,0,13.4,76.9,264.3725,642.155
G1302070,2635.1775,2284.2375,0,25.4125,91.65,243.2825,602.565,1104.05
G1302090,2474.225,2402.84,0,1.8775,81.14,244.5125,490.2525,984.16
G1302110,2948.11,1799.815,6.375,62.315,181.8875,362.3125,757.435,1305.705
G1302130,3456.8225,1772,0,61.4975,241.855,532.1525,1038.8425,1783.54
G1302150,2365.3475,2505.32,0,23.2575,65.2425,206.945,465.7725,914.775
G1302170,3546.755,1810.025,132.95,261.53,454.915,789.4075,1252.815,1915.425
G1302190,2948.11,1799.815,6.375,62.315,181.8875,362.3125,757.435,1305.705
G1302210,2948.11,1799.815,6.375,62.315,181.8875,362.3125,757.435,1305.705
G1302230,3948.99,1508.055,171.2475,333.6425,582.415,1051.24,1608.32,2261.6325
G1302250,2635.1775,2284.2375,0,25.4125,91.65,243.2825,602.565,1104.05
G1302270,3948.99,1508.055,171.2475,333.6425,582.415,1051.24,1608.32,2261.6325
G1302290,2474.225,2402.84,0,1.8775,81.14,244.5125,490.2525,984.16
G1302310,3034.18,1930.135,20.0925,58.8125,238.3425,505.9275,810.32,1365.625
G1302330,3948.99,1508.055,171.2475,333.6425,582.415,1051.24,1608.32,2261.6325
G1302350,3215.775,2100.3525,19.275,125.0025,402.7275,684.785,1189.87,1761.015
G1302370,2948.11,1799.815,6.375,62.315,181.8875,362.3125,757.435,1305.705
G1302390,3415.08,1952.535,39.5475,135.265,407.4875,832.955,1321.66,1862.285
G1302410,4577.87,932.9675,66.85,237.3475,644.4975,1151.635,1899.1625,2660.8475
G1302430,1982.8175,2486.0825,0,0,13.4,76.9,264.3725,642.155
G1302450,2846.285,2179.7075,0,30.19,215.9775,455.31,778.3625,1270.66
G1302470,3546.755,1810.025,132.95,261.53,454.915,789.4075,1252.815,1915.425
G1302490,2365.3475,2505.32,0,23.2575,65.2425,206.945,465.7725,914.775
G1302510,2846.285,2179.7075,0,30.19,215.9775,455.31,778.3625,1270.66
G1302530,1875.475,2543.7475,0,3.755,29.69,140.915,347.8575,629.3575
G1302550,3034.18,1930.135,20.0925,58.8125,238.3425,505.9275,810.32,1365.625
G1302570,4577.87,932.9675,66.85,237.3475,644.4975,1151.635,1899.1625,2660.8475
G1302590,3415.08,1952.535,39.5475,135.265,407.4875,832.955,1321.66,1862.285
G1302610,1982.8175,2486.0825,0,0,13.4,76.9,264.3725,642.155
G1302630,2365.3475,2505.32,0,23.2575,65.2425,206.945,465.7725,914.775
G1302650,2948.11,1799.815,6.375,62.315,181.8875,362.3125,757.435,1305.705
G1302670,2474.225,2402.84,0,1.8775,81.14,244.5125,490.2525,984.16
G1302690,2635.1775,2284.2375,0,25.4125,91.65,243.2825,602.565,1104.05
G1302710,2474.225,2402.84,0,1.8775,81.14,244.5125,490.2525,984.16
G1302730,1982.8175,2486.0825,0,0,13.4,76.9,264.3725,642.155
G1302750,1875.475,2543.7475,0,3.755,29.69,140.915,347.8575,629.3575
G1302770,1982.8175,2486.0825,0,0,13.4,76.9,264.3725,642.155
G1302790,2474.225,2402.84,0,1.8775,81.14,244.5125,490.2525,984.16
G1302810,4132.7975,1580.5175,97.955,347.1225,687.4875,1144.745,1804.6225,2512.6325
G1302830,2474.225,2402.84,0,1.8775,81.14,244.5125,490.2525,984.16
G1302850,2365.3475,2505.32,0,23.2575,65.2425,206.945,465.7725,914.775
G1302870,1982.8175,2486.0825,0,0,13.4,76.9,264.3725,642.155
G1302890,3215.775,2100.3525,19.275,125.0025,402.7275,684.785,1189.87,1761.015
G1302910,4132.7975,1580.5175,97.955,347.1225,687.4875,1144.745,1804.6225,2512.6325
G1302930,2635.1775,2284.2375,0,25.4125,91.65,243.2825,602.565,1104.05
G1302950,3456.8225,1772,0,61.4975,241.855,532.1525,1038.8425,1783.54
G1302970,2948.11,1799.815,6.375,62.315,181.8875,362.3125,757.435,1305.705
G1302990,2474.225,2402.84,0,1.8775,81.14,244.5125,490.2525,984.16
G1303010,2846.285,2179.7075,0,30.19,215.9775,455.31,778.3625,1270.66
G1303030,3215.775,2100.3525,19.275,125.0025,402.7275,684.785,1189.87,1761.015
G1303050,2322.36,2573.355,0,34.425,93.4975,229.7,473.215,890.115
G1303070,3415.08,1952.535,39.5475,135.265,407.4875,832.955,1321.66,1862.285
G1303090,2474.225,2402.84,0,1.8775,81.14,244.5125,490.2525,984.16
G1303110,4132.7975,1580.5175,97.955,347.1225,687.4875,1144.745,1804.6225,2512.6325
G1303130,3456.8225,1772,0,61.4975,241.855,532.1525,1038.8425,1783.54
G1303150,3215.775,2100.3525,19.275,125.0025,402.7275,684.785,1189.87,1761.015
G1303170,2948.11,1799.815,6.375,62.315,181.8875,362.3125,757.435,1305.705
G1303190,3215.775,2100.3525,19.275,125.0025,402.7275,684.785,1189.87,1761.015
G1303210,1982.8175,2486.0825,0,0,13.4,76.9,264.3725,642.155
G1500010,12.2525,3128.7125,0,0,0,0,0,0
G1500030,13.4925,4337.1825,0,0,0,0,0,0
G1500050,90.1775,3622.715,26.525,26.525,31.6925,44.0425,48.25,52.8125
G1500070,28.645,3819.1225,0,0,0,0,0,0
G1500090,23.38,3842.44,0,0,0,0,0,0
G1600010,5731.5025,1042.885,120.135,342.4425,747.59,1388.245,2448.48,3585.2175
G1600030,5731.5025,1042.885,120.135,342.4425,747.59,1388.245,2448.48,3585.2175
G1600050,7407.4425,872.955,802.525,1650.3075,2566.46,3501.695,4521.6225,5590.375
G1600070,8692.355,669.5225,1314.7525,2143.1875,3305.82,4428.99,5923.4175,7147.67
G1600090,7155.7375,616.7425,545.25,776.3425,1194.3725,1922.0275,3615.7825,5049.12
G1600110,7407.4425,872.955,802.525,1650.3075,2566.46,3501.695,4521.6225,5590.375
G1600130,7652.5275,954.2475,685.9825,1248.565,2133.6125,3093.89,4488.665,5950.2925
G1600150,5731.5025,1042.885,120.135,342.4425,747.59,1388.245,2448.48,3585.2175
G1600170,8226.6475,499.855,776.595,1682.0375,2819.7025,3906.5575,5214.545,6348.99
G1600190,8182.9625,700.07,1287.65,2349.4125,3347.28,4230.0575,5394.215,6342.5825
G1600210,8226.6475,499.855,776.595,1682.0375,2819.7025,3906.5575,5214.545,6348.99
G1600230,7652.5275,954.2475,685.9825,1248.565,2133.6125,3093.89,4488.665,5950.2925
G1600250,7652.5275,954.2475,685.9825,1248.565,2133.6125,3093.89,4488.665,5950.2925
G1600270,6199.26,1013.9025,295.295,657.0025,1158.2575,1769.635,2863.8675,3987.9675
G1600290,8692.355,669.5225,1314.7525,2143.1875,3305.82,4428.99,5923.4175,7147.67
G1600310,6588.73,925.6075,202.1325,484.4475,1154.96,2044.18,3447.845,4618.84
G1600330,8182.9625,700.07,1287.65,2349.4125,3347.28,4230.0575,5394.215,6342.5825
G1600350,5693.9125,1089.61,14.965,161.3125,523.3,985.23,1814.59,3399.6125
G1600370,7652.5275,954.2475,685.9825,1248.565,2133.6125,3093.89,4488.665,5950.2925
G1600390,6479.37,1202.5575,551.8075,1040.19,1605.66,2147.3625,3150.715,4436.195
G1600410,7088.21,1046.8925,433.4375,859.6025,1619.9575,2545.89,3925.9525,5270.5425
G1600430,8182.9625,700.07,1287.65,2349.4125,3347.28,4230.0575,5394.215,6342.5825
G1600450,6199.26,1013.9025,295.295,657.0025,1158.2575,1769.635,2863.8675,3987.9675
G1600470,6463.995,984.675,155.2075,538.94,1236.59,1943.6525,3104.205,4486.7375
G1600490,5693.9125,1089.61,14.965,161.3125,523.3,985.23,1814.59,3399.6125
G1600510,8182.9625,700.07,1287.65,2349.4125,3347.28,4230.0575,5394.215,6342.5825
G1600530,6463.995,984.675,155.2075,538.94,1236.59,1943.6525,3104.205,4486.7375
G1600550,7155.7375,616.7425,545.25,776.3425,1194.3725,1922.0275,3615.7825,5049.12
G1600570,6831.5725,664.1875,68.4,273.3225,611.445,1253.015,2970.25,4577.055
G1600590,7917.26,685.865,639.25,1305.785,2567.2625,3815.13,5121.465,6111.0775
G1600610,5693.9125,1089.61,14.965,161.3125,523.3,985.23,1814.59,3399.6125
G1600630,6463.995,984.675,155.2075,538.94,1236.59,1943.6525,3104.205,4486.7375
G1600650,8182.9625,700.07,1287.65,2349.4125,3347.28,4230.0575,5394.215,6342.5825
G1600670,6588.73,925.6075,202.1325,484.4475,1154.96,2044.18,3447.845,4618.84
G1600690,5693.9125,1089.61,14.965,161.3125,523.3,985.23,1814.59,3399.6125
G1600710,7088.21,1046.8925,433.4375,859.6025,1619.9575,2545.89,3925.9525,5270.5425
G1600730,6199.26,1013.9025,295.295,657.0025,1158.2575,1769.635,2863.8675,3987.9675
G1600750,6199.26,1013.9025,295.295,657.0025,1158.2575,1769.635,2863.8675,3987.9675
G1600770,7407.4425,872.955,802.525,1650.3075,2566.46,3501.695,4521.6225,5590.375
G1600790,8226.6475,499.855,776.595,1682.0375,2819.7025,3906.5575,5214.545,6348.99
G1600810,8182.9625,700.07,1287.65,2349.4125,3347.28,4230.0575,5394.215,6342.5825
G1600830,6463.995,984.675,155.2075,538.94,1236.59,1943.6525,3104.205,4486.7375
G1600850,7652.5275,954.2475,685.9825,1248.565,2133.6125,3093.89,4488.665,5950.2925
G1600870,6199.26,1013.9025,295.295,657.0025,1158.2575,1769.635,2863.8675,3987.9675
G1700010,5338.615,1179.28,598.39,960.3175,1449.23,1988.98,2922.6875,3779.5725
G1700030,4590.3975,1409.3325,613.1625,874.1625,1134.75,1607.56,2117.165,2771.8375
G1700050,5488.32,1437.315,617.4625,1099.65,1662.655,2087.695,2789.86,3850.3925
G1700070,7327.925,980.1725,1838.39,2598.025,3456.9175,4061.48,4999.8475,5864.21
G1700090,5338.615,1179.28,598.39,960.3175,1449.23,1988.98,2922.6875,3779.5725
G1700110,6400.0075,1023.7375,1439.14,1785.9975,2433.65,3183.275,4064.9125,4779.595
G1700130,4943.7125,1707.3125,542.79,942.3725,1358.63,1826.7375,2670.575,3427.05
G1700150,6400.0075,1023.7375,1439.14,1785.9975,2433.65,3183.275,4064.9125,4779.595
G1700170,5646.945,1330.365,879.295,1375.5325,1990.405,2737.2275,3468.07,4179.755
G1700190,5924.78,1177.415,1019.7575,1616.3625,2231.1125,2804.0875,3501.1325,4235.8775
G1700210,5488.32,1437.315,617.4625,1099.65,1662.655,2087.695,2789.86,3850.3925
G1700230,5487.3725,1126.145,745.745,1195.8625,1930.59,2433.45,2997.6,3635.7575
G1700250,4895.0675,1564.685,527.4225,870.1825,1248.475,1778.5225,2495.15,3250.2225
G1700270,5488.32,1437.315,617.4625,1099.65,1662.655,2087.695,2789.86,3850.3925
G1700290,5924.78,1177.415,1019.7575,1616.3625,2231.1125,2804.0875,3501.1325,4235.8775
G1700310,5825.1275,1260.17,1120.5675,1650.07,2188.6175,2634.2075,3239.025,3932.89
G1700330,4655.71,1578.49,344.8925,708.3325,1085.0225,1577.1875,2386.35,3014.6225
G1700350,5924.78,1177.415,1019.7575,1616.3625,2231.1125,2804.0875,3501.1325,4235.8775
G1700370,6924.675,973.6425,1798.9375,2510.1525,3147.6525,3818.725,4530.86,5303.36
G1700390,6275.325,1042.2525,848.955,1212.305,1790.9275,2541.7575,3783.3225,4631.12
G1700410,5924.78,1177.415,1019.7575,1616.3625,2231.1125,2804.0875,3501.1325,4235.8775
G1700430,6257.68,1039.4575,888.185,1388.3825,1895.9,2571.04,3702.5325,4608.015
