in.county	hdd	cdd	switchover_lt05	switchover_lt10	switchover_lt15	switchover_lt20	switchover_lt25	switchover_lt30	switchover_lt35	switchover_lt40
G4700010	4132.7975	913.4291667	0	19.205	97.955	347.1225	687.4875	1144.745	1804.6225	2512.6325
G4700030	3818.165	1156.44	0	24.04	74.0175	352.005	601.4375	981.025	1609.6975	2324.5225
G4700050	4574.2025	1087.965	229.2875	389.85	683.345	946.345	1333.065	1784.8575	2396.18	3098.785
G4700070	4104.17	511.9675	0	0	30.41	189.875	493.4675	945.1675	1565.1975	2249.8075
G4700090	4132.7975	913.4291667	0	19.205	97.955	347.1225	687.4875	1144.745	1804.6225	2512.6325
G4700110	3456.8225	1050.758333	0	0	0	61.4975	241.855	532.1525	1038.8425	1783.54
G4700130	4132.7975	913.4291667	0	19.205	97.955	347.1225	687.4875	1144.745	1804.6225	2512.6325
G4700150	3818.165	1156.44	0	24.04	74.0175	352.005	601.4375	981.025	1609.6975	2324.5225
G4700170	4011.845	957.1008333	0	18.9125	82.27	205.885	553.8775	922.075	1599.5825	2386.5175
G4700190	4628.995	566.1825	15.4725	65.82	209.9475	531.9875	987.7	1409.93	2143.935	2858.7775
G4700210	3818.165	1156.44	0	24.04	74.0175	352.005	601.4375	981.025	1609.6975	2324.5225
G4700230	3555.5275	949.6116667	10.825	70.475	190.3475	302.21	508.0225	735.3575	1189.625	1823.5225
G4700250	4742.5875	629.3216667	41.23	130.5125	240.76	572.7675	1024.5175	1551.3075	2354.43	3038.735
G4700270	4104.17	511.9675	0	0	30.41	189.875	493.4675	945.1675	1565.1975	2249.8075
G4700290	4132.7975	913.4291667	0	19.205	97.955	347.1225	687.4875	1144.745	1804.6225	2512.6325
G4700310	3818.165	1156.44	0	24.04	74.0175	352.005	601.4375	981.025	1609.6975	2324.5225
G4700330	3555.5275	949.6116667	10.825	70.475	190.3475	302.21	508.0225	735.3575	1189.625	1823.5225
G4700350	4104.17	511.9675	0	0	30.41	189.875	493.4675	945.1675	1565.1975	2249.8075
G4700370	3818.165	1156.44	0	24.04	74.0175	352.005	601.4375	981.025	1609.6975	2324.5225
G4700390	3555.5275	949.6116667	10.825	70.475	190.3475	302.21	508.0225	735.3575	1189.625	1823.5225
G4700410	4104.17	511.9675	0	0	30.41	189.875	493.4675	945.1675	1565.1975	2249.8075
G4700430	4574.2025	1087.965	229.2875	389.85	683.345	946.345	1333.065	1784.8575	2396.18	3098.785
G4700450	3805.8825	1247.143333	43.8275	146.4	305.53	489.2075	722.0775	1050.3825	1543.2275	2090.765
G4700470	3120.37	1451.166667	0	0	30.4775	146.26	313.4725	600.8925	1044.6225	1588.34
G4700490	4104.17	511.9675	0	0	30.41	189.875	493.4675	945.1675	1565.1975	2249.8075
G4700510	3456.8225	1050.758333	0	0	0	61.4975	241.855	532.1525	1038.8425	1783.54
G4700530	3555.5275	949.6116667	10.825	70.475	190.3475	302.21	508.0225	735.3575	1189.625	1823.5225
G4700550	3818.165	1156.44	0	24.04	74.0175	352.005	601.4375	981.025	1609.6975	2324.5225
G4700570	4132.7975	913.4291667	0	19.205	97.955	347.1225	687.4875	1144.745	1804.6225	2512.6325
G4700590	4628.995	566.1825	15.4725	65.82	209.9475	531.9875	987.7	1409.93	2143.935	2858.7775
G4700610	3456.8225	1050.758333	0	0	0	61.4975	241.855	532.1525	1038.8425	1783.54
G4700630	4132.7975	913.4291667	0	19.205	97.955	347.1225	687.4875	1144.745	1804.6225	2512.6325
G4700650	3456.8225	1050.758333	0	0	0	61.4975	241.855	532.1525	1038.8425	1783.54
G4700670	4628.995	566.1825	15.4725	65.82	209.9475	531.9875	987.7	1409.93	2143.935	2858.7775
G4700690	3555.5275	949.6116667	10.825	70.475	190.3475	302.21	508.0225	735.3575	1189.625	1823.5225
G4700710	2995.4775	1046.751667	18.1975	68.1475	111.615	162.5375	284.4075	525.98	843.0725	1320.405
G4700730	4628.995	566.1825	15.4725	65.82	209.9475	531.9875	987.7	1409.93	2143.935	2858.7775
G4700750	3555.5275	949.6116667	10.825	70.475	190.3475	302.21	508.0225	735.3575	1189.625	1823.5225
G4700770	3555.5275	949.6116667	10.825	70.475	190.3475	302.21	508.0225	735.3575	1189.625	1823.5225
G4700790	4011.845	957.1008333	0	18.9125	82.27	205.885	553.8775	922.075	1599.5825	2386.5175
G4700810	3818.165	1156.44	0	24.04	74.0175	352.005	601.4375	981.025	1609.6975	2324.5225
G4700830	4574.2025	1087.965	229.2875	389.85	683.345	946.345	1333.065	1784.8575	2396.18	3098.785
G4700850	4574.2025	1087.965	229.2875	389.85	683.345	946.345	1333.065	1784.8575	2396.18	3098.785
G4700870	4104.17	511.9675	0	0	30.41	189.875	493.4675	945.1675	1565.1975	2249.8075
G4700890	4132.7975	913.4291667	0	19.205	97.955	347.1225	687.4875	1144.745	1804.6225	2512.6325
G4700910	5147.0275	608.2216667	78.79	167.6525	423.26	680.3875	1059.095	1666.5675	2415.7975	3212.7275
G4700930	4132.7975	913.4291667	0	19.205	97.955	347.1225	687.4875	1144.745	1804.6225	2512.6325
G4700950	3805.8825	1247.143333	43.8275	146.4	305.53	489.2075	722.0775	1050.3825	1543.2275	2090.765
G4700970	3805.8825	1247.143333	43.8275	146.4	305.53	489.2075	722.0775	1050.3825	1543.2275	2090.765
G4700990	3818.165	1156.44	0	24.04	74.0175	352.005	601.4375	981.025	1609.6975	2324.5225
G4701010	3818.165	1156.44	0	24.04	74.0175	352.005	601.4375	981.025	1609.6975	2324.5225
G4701030	3818.165	1156.44	0	24.04	74.0175	352.005	601.4375	981.025	1609.6975	2324.5225
G4701050	4132.7975	913.4291667	0	19.205	97.955	347.1225	687.4875	1144.745	1804.6225	2512.6325
G4701070	4104.17	511.9675	0	0	30.41	189.875	493.4675	945.1675	1565.1975	2249.8075
G4701090	3555.5275	949.6116667	10.825	70.475	190.3475	302.21	508.0225	735.3575	1189.625	1823.5225
G4701110	4418.7325	883.7433333	184.0675	320.1025	452.7425	624.2025	962.27	1532.575	2247.0125	2958.3475
G4701130	3555.5275	949.6116667	10.825	70.475	190.3475	302.21	508.0225	735.3575	1189.625	1823.5225
G4701150	3456.8225	1050.758333	0	0	0	61.4975	241.855	532.1525	1038.8425	1783.54
G4701170	3818.165	1156.44	0	24.04	74.0175	352.005	601.4375	981.025	1609.6975	2324.5225
G4701190	3818.165	1156.44	0	24.04	74.0175	352.005	601.4375	981.025	1609.6975	2324.5225
G4701210	4104.17	511.9675	0	0	30.41	189.875	493.4675	945.1675	1565.1975	2249.8075
G4701230	4132.7975	913.4291667	0	19.205	97.955	347.1225	687.4875	1144.745	1804.6225	2512.6325
G4701250	4574.2025	1087.965	229.2875	389.85	683.345	946.345	1333.065	1784.8575	2396.18	3098.785
G4701270	3818.165	1156.44	0	24.04	74.0175	352.005	601.4375	981.025	1609.6975	2324.5225
G4701290	4104.17	511.9675	0	0	30.41	189.875	493.4675	945.1675	1565.1975	2249.8075
G4701310	4011.845	957.1008333	0	18.9125	82.27	205.885	553.8775	922.075	1599.5825	2386.5175
G4701330	4104.17	511.9675	0	0	30.41	189.875	493.4675	945.1675	1565.1975	2249.8075
G4701350	4574.2025	1087.965	229.2875	389.85	683.345	946.345	1333.065	1784.8575	2396.18	3098.785
G4701370	4104.17	511.9675	0	0	30.41	189.875	493.4675	945.1675	1565.1975	2249.8075
G4701390	3456.8225	1050.758333	0	0	0	61.4975	241.855	532.1525	1038.8425	1783.54
G4701410	4104.17	511.9675	0	0	30.41	189.875	493.4675	945.1675	1565.1975	2249.8075
G4701430	4104.17	511.9675	0	0	30.41	189.875	493.4675	945.1675	1565.1975	2249.8075
G4701450	4132.7975	913.4291667	0	19.205	97.955	347.1225	687.4875	1144.745	1804.6225	2512.6325
G4701470	3818.165	1156.44	0	24.04	74.0175	352.005	601.4375	981.025	1609.6975	2324.5225
G4701490	3818.165	1156.44	0	24.04	74.0175	352.005	601.4375	981.025	1609.6975	2324.5225
G4701510	4742.5875	629.3216667	41.23	130.5125	240.76	572.7675	1024.5175	1551.3075	2354.43	3038.735
G4701530	3456.8225	1050.758333	0	0	0	61.4975	241.855	532.1525	1038.8425	1783.54
G4701550	4132.7975	913.4291667	0	19.205	97.955	347.1225	687.4875	1144.745	1804.6225	2512.6325
G4701570	3120.37	1451.166667	0	0	30.4775	146.26	313.4725	600.8925	1044.6225	1588.34
G4701590	3818.165	1156.44	0	24.04	74.0175	352.005	601.4375	981.025	1609.6975	2324.5225
G4701610	4574.2025	1087.965	229.2875	389.85	683.345	946.345	1333.065	1784.8575	2396.18	3098.785
G4701630	4628.995	566.1825	15.4725	65.82	209.9475	531.9875	987.7	1409.93	2143.935	2858.7775
G4701650	3818.165	1156.44	0	24.04	74.0175	352.005	601.4375	981.025	1609.6975	2324.5225
G4701670	3120.37	1451.166667	0	0	30.4775	146.26	313.4725	600.8925	1044.6225	1588.34
G4701690	3818.165	1156.44	0	24.04	74.0175	352.005	601.4375	981.025	1609.6975	2324.5225
G4701710	4628.995	566.1825	15.4725	65.82	209.9475	531.9875	987.7	1409.93	2143.935	2858.7775
G4701730	4132.7975	913.4291667	0	19.205	97.955	347.1225	687.4875	1144.745	1804.6225	2512.6325
G4701750	4104.17	511.9675	0	0	30.41	189.875	493.4675	945.1675	1565.1975	2249.8075
G4701770	4104.17	511.9675	0	0	30.41	189.875	493.4675	945.1675	1565.1975	2249.8075
G4701790	4628.995	566.1825	15.4725	65.82	209.9475	531.9875	987.7	1409.93	2143.935	2858.7775
G4701810	2995.4775	1046.751667	18.1975	68.1475	111.615	162.5375	284.4075	525.98	843.0725	1320.405
G4701830	4011.845	957.1008333	0	18.9125	82.27	205.885	553.8775	922.075	1599.5825	2386.5175
G4701850	4104.17	511.9675	0	0	30.41	189.875	493.4675	945.1675	1565.1975	2249.8075
G4701870	3818.165	1156.44	0	24.04	74.0175	352.005	601.4375	981.025	1609.6975	2324.5225
G4701890	3818.165	1156.44	0	24.04	74.0175	352.005	601.4375	981.025	1609.6975	2324.5225
G4800010	2146.9375	1596.010833	0	0	0	17.43	65.53	144.2875	347.52	761.485
G4800030	2914.42	1510.128333	0	0	4.4225	45.035	183.415	354.3075	760.095	1365.5025
G4800050	2146.9375	1596.010833	0	0	0	17.43	65.53	144.2875	347.52	761.485
G4800070	770	2296.001667	0	0	0	0	0	0	5.11	49.595
G4800090	3177.695	1690.626667	0	2.335	15.625	78.855	296.73	621.7325	1025.12	1588.47
G4800110	4564.8425	992.9375	0	25.8575	103.7675	260.0725	675.0275	1252.0275	2107.17	2884.525
G4800130	1691.7825	1976.8075	0	0	0	1.9	27.85	57.02	160.1575	480.0325
G4800150	1574.775	1928.901667	0	0	0	0	0	6.175	126.0475	381.8325
G4800170	4898.725	1116.04	5.15	28.875	126.6375	430.135	943.3575	1583.1	2352.8725	3176.4875
G4800190	1892.9675	1876.364167	0	0	0	0	15.4125	75.6	305.4	649.57
G4800210	1516.4175	1873.970833	0	0	0	0	8.3375	58.0825	157.1225	362.04
G4800230	3264.7725	1593.523333	0	56.79	255.2325	440.365	711.3275	971.1075	1291.745	1821.6575
G4800250	1128.815	2157.844167	0	0	0	0	0	7.835	29.4075	133.6825
G4800270	2391.155	1833.8525	0	0	10.61	53.58	249.665	487.16	817.0475	1249.5275
G4800290	1751.05	2036.866667	0	0	0	1.8775	27.595	62.09	220.255	588.405
G4800310	1949.1375	1943.125833	0	0	0	71.185	157.115	208.6925	302.585	655.325
G4800330	3845.9425	1234.751667	0	12.0425	62.275	229.01	534.7	869.5925	1462.5475	2311.625
G4800350	2497.4275	1885.231667	0	0	2.125	40.86	105.77	240.0025	568.3675	1070.8725
G4800370	2601.9525	1620.320833	0	0	0	0	43.75	133.34	422.6025	980.09
G4800390	1179.6425	1869.994167	0	0	0	0	0	0	6.4325	101.5325
G4800410	1865.2625	1746.858333	0	0	0	9.4325	31.7175	74.6725	252.7775	543.49
G4800430	3704.74	1048.960833	35.4475	68.6925	144.1825	211.3775	347.7725	629.8425	1120.34	1816.435
G4800450	4564.8425	992.9375	0	25.8575	103.7675	260.0725	675.0275	1252.0275	2107.17	2884.525
G4800470	1118.89	2272.240833	0	0	0	0	5.0175	9.6675	28.31	104.2225
G4800490	2693.1075	1742.346667	0	0	0	0	56.9925	307.8	640.965	1202.5275
G4800510	1865.2625	1746.858333	0	0	0	9.4325	31.7175	74.6725	252.7775	543.49
G4800530	2360.4825	1923.888333	0	0	16.8575	59.6475	230.325	508.52	765.8825	1192.9225
G4800550	1516.4175	1873.970833	0	0	0	0	8.3375	58.0825	157.1225	362.04
G4800570	1487.0675	1928.898333	0	0	0	0	3.335	70.7725	287.35	596.3
G4800590	3264.7725	1593.523333	0	56.79	255.2325	440.365	711.3275	971.1075	1291.745	1821.6575
G4800610	936.32	2521.37	0	0	0	0	0	0	15.9225	107.2025
G4800630	2404.99	1673.024167	0	0	0	0	3.335	115.3125	398.285	768.005
G4800650	4564.8425	992.9375	0	25.8575	103.7675	260.0725	675.0275	1252.0275	2107.17	2884.525
G4800670	2601.9525	1620.320833	0	0	0	0	43.75	133.34	422.6025	980.09
G4800690	4564.8425	992.9375	0	25.8575	103.7675	260.0725	675.0275	1252.0275	2107.17	2884.525
G4800710	1592.06	1886.458333	0	0	0	0	11.89	99.2875	296.54	537.04
G4800730	2146.9375	1596.010833	0	0	0	17.43	65.53	144.2875	347.52	761.485
G4800750	3648.2675	1463.659167	0	14.52	34.305	131.8925	264.6175	569.6975	1084.065	1884.2725
G4800770	3177.695	1690.626667	0	2.335	15.625	78.855	296.73	621.7325	1025.12	1588.47
G4800790	3845.9425	1234.751667	0	12.0425	62.275	229.01	534.7	869.5925	1462.5475	2311.625
G4800810	2834.645	1592.980833	0	0	2.125	31.1275	222.565	547.0625	1062.3625	1567.905
G4800830	3264.7725	1593.523333	0	56.79	255.2325	440.365	711.3275	971.1075	1291.745	1821.6575
G4800850	2913.8625	2063.9875	0	6.9225	24.065	99.7175	358.0725	613.735	1124.485	1566.4725
G4800870	3648.2675	1463.659167	0	14.52	34.305	131.8925	264.6175	569.6975	1084.065	1884.2725
G4800890	1501.085	1948.950833	0	0	0	0	22.6375	66.23	151.76	376.5575
G4800910	1982.85	2080.656667	0	0	0	7.5925	53.5075	234.9725	538.3675	868.24
G4800930	2693.1075	1742.346667	0	0	0	0	56.9925	307.8	640.965	1202.5275
G4800950	2834.645	1592.980833	0	0	2.125	31.1275	222.565	547.0625	1062.3625	1567.905
G4800970	2966.9675	1692.415	0	0	24.35	72.63	201.9525	426.6625	861.1275	1480.87
G4800990	2413.9825	2097.454167	0	0	0	0	71.865	259.825	682.4075	1115.81
G4801010	3648.2675	1463.659167	0	14.52	34.305	131.8925	264.6175	569.6975	1084.065	1884.2725
G4801030	2914.42	1510.128333	0	0	4.4225	45.035	183.415	354.3075	760.095	1365.5025
G4801050	2834.645	1592.980833	0	0	2.125	31.1275	222.565	547.0625	1062.3625	1567.905
G4801070	3845.9425	1234.751667	0	12.0425	62.275	229.01	534.7	869.5925	1462.5475	2311.625
G4801090	3704.74	1048.960833	35.4475	68.6925	144.1825	211.3775	347.7725	629.8425	1120.34	1816.435
G4801110	5524.6825	857.9541667	7.74	76.475	199.1	552.1625	1119.8625	2074.175	3063.4325	3863.1425
G4801130	2508.41	2463.078333	0	0	0	5.6325	72.945	224.2	462.6	992.64
G4801150	2914.42	1510.128333	0	0	4.4225	45.035	183.415	354.3075	760.095	1365.5025
G4801170	4564.8425	992.9375	0	25.8575	103.7675	260.0725	675.0275	1252.0275	2107.17	2884.525
G4801190	3290.735	1366.5725	0	19.1075	46.86	198.81	422.6675	744.38	1233.01	1839.89
G4801210	2567.245	1901.686667	0	0	15.295	42.87	122.5825	286.115	560.8025	1127.51
G4801230	1501.085	1948.950833	0	0	0	0	22.6375	66.23	151.76	376.5575
G4801250	3845.9425	1234.751667	0	12.0425	62.275	229.01	534.7	869.5925	1462.5475	2311.625
G4801270	1206.17	2714.1075	0	0	0	0	12.115	36.5075	113.63	244.1675
G4801290	4564.8425	992.9375	0	25.8575	103.7675	260.0725	675.0275	1252.0275	2107.17	2884.525
G4801310	1142.055	2650.6225	0	0	0	0	0	7.535	139.3775	306.5225
G4801330	2693.1075	1742.346667	0	0	0	0	56.9925	307.8	640.965	1202.5275
G4801350	2914.42	1510.128333	0	0	4.4225	45.035	183.415	354.3075	760.095	1365.5025
G4801370	1208.95	2930.394167	0	0	0	0	0	0	20.635	154.9275
G4801390	2170.5425	2079.865	0	0	19.635	51.3925	132.795	299.88	468.1725	868.34
G4801410	2677.11	1609.4225	0	0	0	0	23.585	124.9675	381.975	936.3075
G4801430	2693.1075	1742.346667	0	0	0	0	56.9925	307.8	640.965	1202.5275
G4801450	2590.49	1855.626667	2.545	33.2675	89.8825	160.3225	334.8275	587.7425	918.455	1323.8725
G4801470	2969.0725	1690.04	0	0	0	75.72	341.14	688.575	1207.73	1651.985
G4801490	1865.2625	1746.858333	0	0	0	9.4325	31.7175	74.6725	252.7775	543.49
G4801510	3264.7725	1593.523333	0	56.79	255.2325	440.365	711.3275	971.1075	1291.745	1821.6575
G4801530	4564.8425	992.9375	0	25.8575	103.7675	260.0725	675.0275	1252.0275	2107.17	2884.525
G4801550	3648.2675	1463.659167	0	14.52	34.305	131.8925	264.6175	569.6975	1084.065	1884.2725
G4801570	1179.6425	1869.994167	0	0	0	0	0	0	6.4325	101.5325
G4801590	3290.735	1366.5725	0	19.1075	46.86	198.81	422.6675	744.38	1233.01	1839.89
G4801610	2497.4275	1885.231667	0	0	2.125	40.86	105.77	240.0025	568.3675	1070.8725
G4801630	1206.17	2714.1075	0	0	0	0	12.115	36.5075	113.63	244.1675
G4801650	2914.42	1510.128333	0	0	4.4225	45.035	183.415	354.3075	760.095	1365.5025
G4801670	1592.06	1886.458333	0	0	0	0	11.89	99.2875	296.54	537.04
G4801690	3845.9425	1234.751667	0	12.0425	62.275	229.01	534.7	869.5925	1462.5475	2311.625
G4801710	1751.05	2036.866667	0	0	0	1.8775	27.595	62.09	220.255	588.405
G4801730	2914.42	1510.128333	0	0	4.4225	45.035	183.415	354.3075	760.095	1365.5025
G4801750	1501.085	1948.950833	0	0	0	0	22.6375	66.23	151.76	376.5575
G4801770	1982.85	2080.656667	0	0	0	7.5925	53.5075	234.9725	538.3675	868.24
G4801790	4564.8425	992.9375	0	25.8575	103.7675	260.0725	675.0275	1252.0275	2107.17	2884.525
G4801810	2913.8625	2063.9875	0	6.9225	24.065	99.7175	358.0725	613.735	1124.485	1566.4725
G4801830	2404.99	1673.024167	0	0	0	0	3.335	115.3125	398.285	768.005
G4801850	1865.2625	1746.858333	0	0	0	9.4325	31.7175	74.6725	252.7775	543.49
G4801870	1982.85	2080.656667	0	0	0	7.5925	53.5075	234.9725	538.3675	868.24
G4801890	4564.8425	992.9375	0	25.8575	103.7675	260.0725	675.0275	1252.0275	2107.17	2884.525
G4801910	3648.2675	1463.659167	0	14.52	34.305	131.8925	264.6175	569.6975	1084.065	1884.2725
G4801930	2693.1075	1742.346667	0	0	0	0	56.9925	307.8	640.965	1202.5275
G4801950	5524.6825	857.9541667	7.74	76.475	199.1	552.1625	1119.8625	2074.175	3063.4325	3863.1425
G4801970	3648.2675	1463.659167	0	14.52	34.305	131.8925	264.6175	569.6975	1084.065	1884.2725
G4801990	1565.6125	1780.668333	0	0	0	0	0	32.7525	130.245	413.24
G4802010	1686.445	1939.515	0	0	0	0	20.82	55.075	197.185	500.485
G4802030	2580.2775	1575.814167	0	0	4.25	48.43	141.7825	317.0325	652.165	1159.27
G4802050	5524.6825	857.9541667	7.74	76.475	199.1	552.1625	1119.8625	2074.175	3063.4325	3863.1425
G4802070	3264.7725	1593.523333	0	56.79	255.2325	440.365	711.3275	971.1075	1291.745	1821.6575
G4802090	1516.4175	1873.970833	0	0	0	0	8.3375	58.0825	157.1225	362.04
G4802110	3648.2675	1463.659167	0	14.52	34.305	131.8925	264.6175	569.6975	1084.065	1884.2725
G4802130	2555.745	1540.92	0	0	0	7.51	82.325	263.58	575.7175	1075.025
G4802150	953.295	2543.014167	0	0	0	0	0	1.5025	14.005	83.085
G4802170	2497.4275	1885.231667	0	0	2.125	40.86	105.77	240.0025	568.3675	1070.8725
G4802190	3845.9425	1234.751667	0	12.0425	62.275	229.01	534.7	869.5925	1462.5475	2311.625
G4802210	2693.1075	1742.346667	0	0	0	0	56.9925	307.8	640.965	1202.5275
G4802230	2969.0725	1690.04	0	0	0	75.72	341.14	688.575	1207.73	1651.985
G4802250	2146.9375	1596.010833	0	0	0	17.43	65.53	144.2875	347.52	761.485
G4802270	2914.42	1510.128333	0	0	4.4225	45.035	183.415	354.3075	760.095	1365.5025
G4802290	2677.11	1609.4225	0	0	0	0	23.585	124.9675	381.975	936.3075
G4802310	2969.0725	1690.04	0	0	0	75.72	341.14	688.575	1207.73	1651.985
G4802330	4564.8425	992.9375	0	25.8575	103.7675	260.0725	675.0275	1252.0275	2107.17	2884.525
G4802350	2834.645	1592.980833	0	0	2.125	31.1275	222.565	547.0625	1062.3625	1567.905
G4802370	2693.1075	1742.346667	0	0	0	0	56.9925	307.8	640.965	1202.5275
G4802390	1501.085	1948.950833	0	0	0	0	22.6375	66.23	151.76	376.5575
G4802410	1565.6125	1780.668333	0	0	0	0	0	32.7525	130.245	413.24
G4802430	3704.74	1048.960833	35.4475	68.6925	144.1825	211.3775	347.7725	629.8425	1120.34	1816.435
G4802450	1565.6125	1780.668333	0	0	0	0	0	32.7525	130.245	413.24
G4802470	1142.055	2650.6225	0	0	0	0	0	7.535	139.3775	306.5225
G4802490	1142.055	2650.6225	0	0	0	0	0	7.535	139.3775	306.5225
G4802510	2334.725	1811.865	0	0	2.095	62.2175	106.575	168.7825	369.2175	767.3675
G4802530	3264.7725	1593.523333	0	56.79	255.2325	440.365	711.3275	971.1075	1291.745	1821.6575
G4802550	1691.7825	1976.8075	0	0	0	1.9	27.85	57.02	160.1575	480.0325
G4802570	2969.0725	1690.04	0	0	0	75.72	341.14	688.575	1207.73	1651.985
G4802590	1751.05	2036.866667	0	0	0	1.8775	27.595	62.09	220.255	588.405
G4802610	1118.89	2272.240833	0	0	0	0	5.0175	9.6675	28.31	104.2225
G4802630	3264.7725	1593.523333	0	56.79	255.2325	440.365	711.3275	971.1075	1291.745	1821.6575
G4802650	2834.645	1592.980833	0	0	2.125	31.1275	222.565	547.0625	1062.3625	1567.905
G4802670	2834.645	1592.980833	0	0	2.125	31.1275	222.565	547.0625	1062.3625	1567.905
G4802690	3648.2675	1463.659167	0	14.52	34.305	131.8925	264.6175	569.6975	1084.065	1884.2725
G4802710	1208.95	2930.394167	0	0	0	0	0	0	20.635	154.9275
G4802730	1118.89	2272.240833	0	0	0	0	5.0175	9.6675	28.31	104.2225
G4802750	3264.7725	1593.523333	0	56.79	255.2325	440.365	711.3275	971.1075	1291.745	1821.6575
G4802770	3290.735	1366.5725	0	19.1075	46.86	198.81	422.6675	744.38	1233.01	1839.89
G4802790	3845.9425	1234.751667	0	12.0425	62.275	229.01	534.7	869.5925	1462.5475	2311.625
G4802810	2693.1075	1742.346667	0	0	0	0	56.9925	307.8	640.965	1202.5275
G4802830	1206.17	2714.1075	0	0	0	0	12.115	36.5075	113.63	244.1675
G4802850	1501.085	1948.950833	0	0	0	0	22.6375	66.23	151.76	376.5575
G4802870	1865.2625	1746.858333	0	0	0	9.4325	31.7175	74.6725	252.7775	543.49
G4802890	1865.2625	1746.858333	0	0	0	9.4325	31.7175	74.6725	252.7775	543.49
G4802910	1686.445	1939.515	0	0	0	0	20.82	55.075	197.185	500.485
G4802930	2497.4275	1885.231667	0	0	2.125	40.86	105.77	240.0025	568.3675	1070.8725
G4802950	4435.13	1498.903333	54.2	87.565	233.72	634.16	1138.4775	1708.015	2307.6475	2959.895
G4802970	1142.055	2650.6225	0	0	0	0	0	7.535	139.3775	306.5225
G4802990	2125.2275	2032.055833	0	0	10.6325	26.1175	238.775	448.465	772.2675	1047.9125
G4803010	2721.655	2247.730833	0	0	8.575	90.1525	226.3025	453.2975	756.8325	1232.83
G4803030	3845.9425	1234.751667	0	12.0425	62.275	229.01	534.7	869.5925	1462.5475	2311.625
G4803050	3845.9425	1234.751667	0	12.0425	62.275	229.01	534.7	869.5925	1462.5475	2311.625
G4803070	2834.645	1592.980833	0	0	2.125	31.1275	222.565	547.0625	1062.3625	1567.905
G4803090	2497.4275	1885.231667	0	0	2.125	40.86	105.77	240.0025	568.3675	1070.8725
G4803110	1142.055	2650.6225	0	0	0	0	0	7.535	139.3775	306.5225
G4803130	1865.2625	1746.858333	0	0	0	9.4325	31.7175	74.6725	252.7775	543.49
G4803150	2580.2775	1575.814167	0	0	4.25	48.43	141.7825	317.0325	652.165	1159.27
G4803170	2914.42	1510.128333	0	0	4.4225	45.035	183.415	354.3075	760.095	1365.5025
G4803190	2834.645	1592.980833	0	0	2.125	31.1275	222.565	547.0625	1062.3625	1567.905
G4803210	1487.0675	1928.898333	0	0	0	0	3.335	70.7725	287.35	596.3
G4803230	1208.95	2930.394167	0	0	0	0	0	0	20.635	154.9275
G4803250	1892.9675	1876.364167	0	0	0	0	15.4125	75.6	305.4	649.57
G4803270	2834.645	1592.980833	0	0	2.125	31.1275	222.565	547.0625	1062.3625	1567.905
G4803290	2914.42	1510.128333	0	0	4.4225	45.035	183.415	354.3075	760.095	1365.5025
G4803310	2515.33	1872.076667	0	0	14.98	73.225	259.1775	553.7225	904.36	1309.325
G4803330	2693.1075	1742.346667	0	0	0	0	56.9925	307.8	640.965	1202.5275
G4803350	2834.645	1592.980833	0	0	2.125	31.1275	222.565	547.0625	1062.3625	1567.905
G4803370	2966.9675	1692.415	0	0	24.35	72.63	201.9525	426.6625	861.1275	1480.87
G4803390	1574.775	1928.901667	0	0	0	0	0	6.175	126.0475	381.8325
G4803410	5524.6825	857.9541667	7.74	76.475	199.1	552.1625	1119.8625	2074.175	3063.4325	3863.1425
G4803430	2601.9525	1620.320833	0	0	0	0	43.75	133.34	422.6025	980.09
G4803450	3648.2675	1463.659167	0	14.52	34.305	131.8925	264.6175	569.6975	1084.065	1884.2725
G4803470	2537.01	1457.543333	0	0	19.35	75.3125	214.7725	537.49	959.8525	1338.5825
G4803490	2170.5425	2079.865	0	0	19.635	51.3925	132.795	299.88	468.1725	868.34
G4803510	1964.03	1714.7675	0	0	0	0	6.8425	87.9675	321.87	725.2125
G4803530	3264.7725	1593.523333	0	56.79	255.2325	440.365	711.3275	971.1075	1291.745	1821.6575
G4803550	684.66	2381.15	0	0	0	0	0	0	3.9	55.5325
G4803570	4564.8425	992.9375	0	25.8575	103.7675	260.0725	675.0275	1252.0275	2107.17	2884.525
G4803590	4564.8425	992.9375	0	25.8575	103.7675	260.0725	675.0275	1252.0275	2107.17	2884.525
G4803610	1565.6125	1780.668333	0	0	0	0	0	32.7525	130.245	413.24
G4803630	2693.1075	1742.346667	0	0	0	0	56.9925	307.8	640.965	1202.5275
G4803650	2580.2775	1575.814167	0	0	4.25	48.43	141.7825	317.0325	652.165	1159.27
G4803670	2334.725	1811.865	0	0	2.095	62.2175	106.575	168.7825	369.2175	767.3675
G4803690	4898.725	1116.04	5.15	28.875	126.6375	430.135	943.3575	1583.1	2352.8725	3176.4875
G4803710	2721.655	2247.730833	0	0	8.575	90.1525	226.3025	453.2975	756.8325	1232.83
G4803730	2146.9375	1596.010833	0	0	0	17.43	65.53	144.2875	347.52	761.485
G4803750	4564.8425	992.9375	0	25.8575	103.7675	260.0725	675.0275	1252.0275	2107.17	2884.525
G4803770	3704.74	1048.960833	35.4475	68.6925	144.1825	211.3775	347.7725	629.8425	1120.34	1816.435
G4803790	2969.0725	1690.04	0	0	0	75.72	341.14	688.575	1207.73	1651.985
