name,neighborhood,city,year,stars
Métier,Mount Vernon Square,DC,2010,None
Minibar by José Andrés,Penn Quarter,DC,2010,None
Pineapple & Pearls,Eastern Market,DC,2010,None
Plume,Downtown,DC,2010,None
Rose's Luxury,Eastern Market,DC,2010,None
Sushi Taro,Dupont Circle,DC,2010,None
Tail Up Goat,Adams Morgan,DC,2010,None
The Dabney,Mount Vernon Square,DC,2010,None
The Inn at Little Washington,"Washington, Virginia",DC,2010,None
15 East,Manhattan,New York,2011,None
Agern,Manhattan,New York,2011,None
Ai Fiori,Manhattan,New York,2011,None
Allen & Delancey,Manhattan,New York,2011,None
Andanada,Manhattan,New York,2011,None
L'Appart,Manhattan,New York,2011,None
Aquavit,Manhattan,New York,2011,None
Aska,Brooklyn,New York,2011,None
Atera,Manhattan,New York,2011,None
Babbo,Manhattan,New York,2011,None
Bar Uchū,Manhattan,New York,2011,None
Bâtard,Manhattan,New York,2011,None
Betony,Manhattan,New York,2011,None
Blanca,Brooklyn,New York,2011,None
BLT Fish,Manhattan,New York,2011,None
Brushstroke,Manhattan,New York,2011,None
Café China,Manhattan,New York,2011,None
Café Gray,Manhattan,New York,2011,None
Cagen,Manhattan,New York,2011,None
Carbone,Manhattan,New York,2011,None
Casa Enrique,Queens,New York,2011,None
Caviar Russe,Manhattan,New York,2011,None
The Clocktower (restaurant),Manhattan,New York,2011,None
Contra,Manhattan,New York,2011,None
Cote (restaurant),Manhattan,New York,2011,None
Country,Manhattan,New York,2011,None
Craft,Manhattan,New York,2011,None
Cru,Manhattan,New York,2011,None
Danji,Manhattan,New York,2011,None
Danube,Manhattan,New York,2011,None
Delaware & Hudson,Brooklyn,New York,2011,None
Devi,Manhattan,New York,2011,None
Eighty-One,Manhattan,New York,2011,None
Etats-Unis,Manhattan,New York,2011,None
Faro,Brooklyn,New York,2011,None
Fiamma Osteria,Manhattan,New York,2011,None
The Finch,Brooklyn,New York,2011,None
Fleur de Sel,Manhattan,New York,2011,None
Gabriel Kreuther,Manhattan,New York,2011,None
La Goulue,Manhattan,New York,2011,None
Gunter Seeger,Manhattan,New York,2011,None
Hakkasan,Manhattan,New York,2011,None
Heartbreak,Manhattan,New York,2011,None
Hirohisa,Manhattan,New York,2011,None
Ichimura at Brushstroke,Manhattan,New York,2011,None
Insieme,Manhattan,New York,2011,None
JoJo,Manhattan,New York,2011,None
Jungsik,Manhattan,New York,2011,None
Juni,Manhattan,New York,2011,None
Junoon,Manhattan,New York,2011,None
Kanoyama,Manhattan,New York,2011,None
Kurumazushi,Manhattan,New York,2011,None
Lan Sheng,Manhattan,New York,2011,None
Lever House,Manhattan,New York,2011,None
Lincoln,Manhattan,New York,2011,None
Lo Scalco,Manhattan,New York,2011,None
Luksus at Torst,Brooklyn,New York,2011,None
M. Wells Steakhouse,Queens,New York,2011,None
March,Manhattan,New York,2011,None
Meadowsweet,Brooklyn,New York,2011,None
The Musket Room,Manhattan,New York,2011,None
Nix,Manhattan,New York,2011,None
Nobu,Manhattan,New York,2011,None
The NoMad,Manhattan,New York,2011,None
Perry Street,Manhattan,New York,2011,None
Piora,Manhattan,New York,2011,None
Pok Pok NY,Brooklyn,New York,2011,None
Rebelle,Manhattan,New York,2011,None
Le Restaurant,Manhattan,New York,2011,None
Rhong-Tiam,Manhattan,New York,2011,None
Rosanjin,Manhattan,New York,2011,None
Satsuki (restaurant),Manhattan,New York,2011,None
Scalini Fedeli,Manhattan,New York,2011,None
Semilla,Brooklyn,New York,2011,None
La Sirena,Manhattan,New York,2011,None
Somtum Der,Manhattan,New York,2011,None
Sushi Amane,Manhattan,New York,2011,None
Sushi Ginza Onodera,Manhattan,New York,2011,None
Sushi Inoue,Manhattan,New York,2011,None
Sushi Yasuda,Manhattan,New York,2011,None
Sushi Zo,Manhattan,New York,2011,None
Take Root,Brooklyn,New York,2011,None
Tamarind Tribeca,Manhattan,New York,2011,None
Telepan,Manhattan,New York,2011,None
Tempura Matsui,Manhattan,New York,2011,None
Tori Shin,Manhattan,New York,2011,None
Torrisi Italian Specialities,Manhattan,New York,2011,None
Tulsi,Manhattan,New York,2011,None
Uncle Boons,Manhattan,New York,2011,None
Ushiwakamaru,Manhattan,New York,2011,None
La Vara,Brooklyn,New York,2011,None
Vong,Manhattan,New York,2011,None
Zabb Elee,Queens,New York,2011,None
ZZ's Clam Bar,Manhattan,New York,2011,None
Adega,San Jose,San Francisco,2011,None
Alexander’s Steakhouse,Cupertino,San Francisco,2011,None
All Spice,San Mateo,San Francisco,2011,None
Al's Place,Mission,San Francisco,2011,None
Aster,Mission,San Francisco,2011,None
Atelier Crenn,Cow Hollow,San Francisco,2011,None
Benu,SoMa,San Francisco,2011,None
Bistro Jeanty,Yountville,San Francisco,2011,None
Bushi-Tei,Japantown,San Francisco,2011,None
Californios,Mission,San Francisco,2011,None
Chez Panisse,Berkeley,San Francisco,2011,None
Commonwealth,Mission,San Francisco,2011,None
Dry Creek Kitchen,Healdsburg,San Francisco,2011,None
Fifth Floor,SoMa,San Francisco,2011,None
Hashiri,SoMa,San Francisco,2011,None
In Situ,SoMa,San Francisco,2011,None
Jū-Ni,North Panhandle,San Francisco,2011,None
K&L Bistro,Sebastopol,San Francisco,2011,None
Keiko à Nob Hill,Nob Hill,San Francisco,2011,None
Kenzo,Napa,San Francisco,2011,None
Kin Khao,Union Square,San Francisco,2011,None
Kinjo,Russian Hill,San Francisco,2011,None
Kusakabe,Financial District,San Francisco,2011,None
La Costanera,Montara,San Francisco,2011,None
Lazy Bear,Mission,San Francisco,2011,None
Lord Stanley,Nob Hill,San Francisco,2011,None
Maruya,Mission,San Francisco,2011,None
Michael Mina,Financial District,San Francisco,2011,None
Mister Jiu’s,Chinatown,San Francisco,2011,None
Mosu,Fillmore,San Francisco,2011,None
Mourad,SoMa,San Francisco,2011,None
Nico,Pacific Heights,San Francisco,2011,None
Octavia,Lower Pacific Heights,San Francisco,2011,None
Omakase,SoMa,San Francisco,2011,None
Range,Mission,San Francisco,2011,None
Rasa,Burlingame,San Francisco,2011,None
Rich Table,Hayes Valley,San Francisco,2011,None
SingleThread Farms,Healdsburg,San Francisco,2011,None
Sons & Daughters,Nob Hill,San Francisco,2011,None
SPQR,Fillmore,San Francisco,2011,None
State Bird Provisions,Fillmore,San Francisco,2011,None
Sushi Ran,Sausalito,San Francisco,2011,None
Sushi Yoshizumi,San Mateo,San Francisco,2011,None
Terrapin Creek,Bodega Bay,San Francisco,2011,None
The Progress,Fillmore,San Francisco,2011,None
Wako,Richmond,San Francisco,2011,None
42 Grams,Uptown,Chicago,2011,None
Acadia,South Loop,Chicago,2011,None
Band of Bohemia,Ravenswood,Chicago,2011,None
Courtright's,Willow Springs,Chicago,2011,None
Dusek's,Pilsen,Chicago,2011,None
El Ideas,Douglas Park,Chicago,2011,None
Elizabeth,Ravenswood,Chicago,2011,None
Elske,West Loop,Chicago,2011,None
Entente,Lakeview,Chicago,2011,None
Goosefoot,Ravenswood,Chicago,2011,None
Grace,West Loop,Chicago,2011,None
GreenRiver,Streeterville,Chicago,2011,None
Mexique,West Town,Chicago,2011,None
Moto,Fulton Market,Chicago,2011,None
North Pond,Lincoln Park,Chicago,2011,None
Oriole,West Loop,Chicago,2011,None
Parachute,Avondale,Chicago,2011,None
Roister,Fulton Market,Chicago,2011,None
Senza,Lakeview East,Chicago,2011,None
Smyth,West Loop,Chicago,2011,None
The Lobby,Magnificent Mile,Chicago,2011,None
Blue Duck Tavern,West End,DC,2011,None
Fiola by Fabio Trabocchi,Penn Quarter,DC,2011,None
Kinship,Mount Vernon Square,DC,2011,None
Komi,Dupont Circle,DC,2011,None
Masseria,Union Market,DC,2011,None
Métier,Mount Vernon Square,DC,2011,None
Minibar by José Andrés,Penn Quarter,DC,2011,None
Pineapple & Pearls,Eastern Market,DC,2011,None
Plume,Downtown,DC,2011,None
Rose's Luxury,Eastern Market,DC,2011,None
Sushi Taro,Dupont Circle,DC,2011,None
Tail Up Goat,Adams Morgan,DC,2011,None
The Dabney,Mount Vernon Square,DC,2011,None
The Inn at Little Washington,"Washington, Virginia",DC,2011,None
15 East,Manhattan,New York,2012,None
Agern,Manhattan,New York,2012,None
Allen & Delancey,Manhattan,New York,2012,None
Alto,Manhattan,New York,2012,None
Andanada,Manhattan,New York,2012,None
Anthos,Manhattan,New York,2012,None
L'Appart,Manhattan,New York,2012,None
Aquavit,Manhattan,New York,2012,None
Aska,Brooklyn,New York,2012,None
Atera,Manhattan,New York,2012,None
Babbo,Manhattan,New York,2012,None
Bar Uchū,Manhattan,New York,2012,None
Bâtard,Manhattan,New York,2012,None
Betony,Manhattan,New York,2012,None
Blanca,Brooklyn,New York,2012,None
BLT Fish,Manhattan,New York,2012,None
Café China,Manhattan,New York,2012,None
Café Gray,Manhattan,New York,2012,None
Cagen,Manhattan,New York,2012,None
Carbone,Manhattan,New York,2012,None
Casa Enrique,Queens,New York,2012,None
Caviar Russe,Manhattan,New York,2012,None
The Clocktower (restaurant),Manhattan,New York,2012,None
Contra,Manhattan,New York,2012,None
Convivio,Manhattan,New York,2012,None
Cote (restaurant),Manhattan,New York,2012,None
Country,Manhattan,New York,2012,None
Craft,Manhattan,New York,2012,None
Cru,Manhattan,New York,2012,None
Danube,Manhattan,New York,2012,None
Delaware & Hudson,Brooklyn,New York,2012,None
Devi,Manhattan,New York,2012,None
Eighty-One,Manhattan,New York,2012,None
Etats-Unis,Manhattan,New York,2012,None
Faro,Brooklyn,New York,2012,None
Fiamma Osteria,Manhattan,New York,2012,None
The Finch,Brooklyn,New York,2012,None
Fleur de Sel,Manhattan,New York,2012,None
Gabriel Kreuther,Manhattan,New York,2012,None
La Goulue,Manhattan,New York,2012,None
Gunter Seeger,Manhattan,New York,2012,None
Hakkasan,Manhattan,New York,2012,None
Hirohisa,Manhattan,New York,2012,None
Ichimura at Brushstroke,Manhattan,New York,2012,None
Insieme,Manhattan,New York,2012,None
JoJo,Manhattan,New York,2012,None
Jungsik,Manhattan,New York,2012,None
Juni,Manhattan,New York,2012,None
Kanoyama,Manhattan,New York,2012,None
Kurumazushi,Manhattan,New York,2012,None
Lan Sheng,Manhattan,New York,2012,None
Lever House,Manhattan,New York,2012,None
Lincoln,Manhattan,New York,2012,None
Lo Scalco,Manhattan,New York,2012,None
Luksus at Torst,Brooklyn,New York,2012,None
M. Wells Steakhouse,Queens,New York,2012,None
March,Manhattan,New York,2012,None
Meadowsweet,Brooklyn,New York,2012,None
The Musket Room,Manhattan,New York,2012,None
Nix,Manhattan,New York,2012,None
Nobu,Manhattan,New York,2012,None
The NoMad,Manhattan,New York,2012,None
Perry Street,Manhattan,New York,2012,None
Piora,Manhattan,New York,2012,None
Pok Pok NY,Brooklyn,New York,2012,None
Rebelle,Manhattan,New York,2012,None
Le Restaurant,Manhattan,New York,2012,None
Rhong-Tiam,Manhattan,New York,2012,None
Satsuki (restaurant),Manhattan,New York,2012,None
Scalini Fedeli,Manhattan,New York,2012,None
Semilla,Brooklyn,New York,2012,None
Shalezeh,Manhattan,New York,2012,None
La Sirena,Manhattan,New York,2012,None
Somtum Der,Manhattan,New York,2012,None
Sushi Amane,Manhattan,New York,2012,None
Sushi Ginza Onodera,Manhattan,New York,2012,None
Sushi Inoue,Manhattan,New York,2012,None
Sushi Yasuda,Manhattan,New York,2012,None
Sushi Zo,Manhattan,New York,2012,None
Take Root,Brooklyn,New York,2012,None
Telepan,Manhattan,New York,2012,None
Tempura Matsui,Manhattan,New York,2012,None
Torrisi Italian Specialities,Manhattan,New York,2012,None
Uncle Boons,Manhattan,New York,2012,None
Ushiwakamaru,Manhattan,New York,2012,None
La Vara,Brooklyn,New York,2012,None
Vong,Manhattan,New York,2012,None
Zabb Elee,Queens,New York,2012,None
ZZ's Clam Bar,Manhattan,New York,2012,None
Adega,San Jose,San Francisco,2012,None
All Spice,San Mateo,San Francisco,2012,None
Al's Place,Mission,San Francisco,2012,None
Applewood,Guerneville,San Francisco,2012,None
Aster,Mission,San Francisco,2012,None
Bistro Jeanty,Yountville,San Francisco,2012,None
Bushi-Tei,Japantown,San Francisco,2012,None
Californios,Mission,San Francisco,2012,None
Chez Panisse,Berkeley,San Francisco,2012,None
Commonwealth,Mission,San Francisco,2012,None
Dry Creek Kitchen,Healdsburg,San Francisco,2012,None
Fifth Floor,SoMa,San Francisco,2012,None
Hashiri,SoMa,San Francisco,2012,None
In Situ,SoMa,San Francisco,2012,None
Jū-Ni,North Panhandle,San Francisco,2012,None
K&L Bistro,Sebastopol,San Francisco,2012,None
Keiko à Nob Hill,Nob Hill,San Francisco,2012,None
Kenzo,Napa,San Francisco,2012,None
Kin Khao,Union Square,San Francisco,2012,None
Kinjo,Russian Hill,San Francisco,2012,None
Kusakabe,Financial District,San Francisco,2012,None
Lazy Bear,Mission,San Francisco,2012,None
Lord Stanley,Nob Hill,San Francisco,2012,None
Maruya,Mission,San Francisco,2012,None
Mister Jiu’s,Chinatown,San Francisco,2012,None
Mosu,Fillmore,San Francisco,2012,None
Mourad,SoMa,San Francisco,2012,None
Murray Circle,Sausalito,San Francisco,2012,None
Nico,Pacific Heights,San Francisco,2012,None
Octavia,Lower Pacific Heights,San Francisco,2012,None
Omakase,SoMa,San Francisco,2012,None
Range,Mission,San Francisco,2012,None
Rasa,Burlingame,San Francisco,2012,None
Rich Table,Hayes Valley,San Francisco,2012,None
SingleThread Farms,Healdsburg,San Francisco,2012,None
SPQR,Fillmore,San Francisco,2012,None
State Bird Provisions,Fillmore,San Francisco,2012,None
Sushi Ran,Sausalito,San Francisco,2012,None
Sushi Yoshizumi,San Mateo,San Francisco,2012,None
The Progress,Fillmore,San Francisco,2012,None
Wako,Richmond,San Francisco,2012,None
42 Grams,Uptown,Chicago,2012,None
Acadia,South Loop,Chicago,2012,None
Band of Bohemia,Ravenswood,Chicago,2012,None
Crofton on Wells,River North,Chicago,2012,None
Dusek's,Pilsen,Chicago,2012,None
El Ideas,Douglas Park,Chicago,2012,None
Elizabeth,Ravenswood,Chicago,2012,None
Elske,West Loop,Chicago,2012,None
Entente,Lakeview,Chicago,2012,None
Goosefoot,Ravenswood,Chicago,2012,None
Grace,West Loop,Chicago,2012,None
GreenRiver,Streeterville,Chicago,2012,None
L2O,Lincoln Park,Chicago,2012,None
Mexique,West Town,Chicago,2012,None
NoMI,Magnificent Mile,Chicago,2012,None
North Pond,Lincoln Park,Chicago,2012,None
Oriole,West Loop,Chicago,2012,None
Parachute,Avondale,Chicago,2012,None
Roister,Fulton Market,Chicago,2012,None
Senza,Lakeview East,Chicago,2012,None
Sixteen,River North,Chicago,2012,None
Smyth,West Loop,Chicago,2012,None
The Lobby,Magnificent Mile,Chicago,2012,None
Blue Duck Tavern,West End,DC,2012,None
Fiola by Fabio Trabocchi,Penn Quarter,DC,2012,None
Kinship,Mount Vernon Square,DC,2012,None
Komi,Dupont Circle,DC,2012,None
Masseria,Union Market,DC,2012,None
Métier,Mount Vernon Square,DC,2012,None
Minibar by José Andrés,Penn Quarter,DC,2012,None
Pineapple & Pearls,Eastern Market,DC,2012,None
Plume,Downtown,DC,2012,None
Rose's Luxury,Eastern Market,DC,2012,None
Sushi Taro,Dupont Circle,DC,2012,None
Tail Up Goat,Adams Morgan,DC,2012,None
The Dabney,Mount Vernon Square,DC,2012,None
The Inn at Little Washington,"Washington, Virginia",DC,2012,None
Agern,Manhattan,New York,2013,None
Allen & Delancey,Manhattan,New York,2013,None
Alto,Manhattan,New York,2013,None
Andanada,Manhattan,New York,2013,None
Anthos,Manhattan,New York,2013,None
L'Appart,Manhattan,New York,2013,None
Aska,Brooklyn,New York,2013,None
L'Atelier de Joël Robuchon,Manhattan,New York,2013,None
Babbo,Manhattan,New York,2013,None
Bar Uchū,Manhattan,New York,2013,None
Bâtard,Manhattan,New York,2013,None
Betony,Manhattan,New York,2013,None
BLT Fish,Manhattan,New York,2013,None
Café Gray,Manhattan,New York,2013,None
Cagen,Manhattan,New York,2013,None
Carbone,Manhattan,New York,2013,None
Casa Enrique,Queens,New York,2013,None
Caviar Russe,Manhattan,New York,2013,None
The Clocktower (restaurant),Manhattan,New York,2013,None
Contra,Manhattan,New York,2013,None
Convivio,Manhattan,New York,2013,None
Cote (restaurant),Manhattan,New York,2013,None
Country,Manhattan,New York,2013,None
Craft,Manhattan,New York,2013,None
Cru,Manhattan,New York,2013,None
Danube,Manhattan,New York,2013,None
Delaware & Hudson,Brooklyn,New York,2013,None
Devi,Manhattan,New York,2013,None
Eighty-One,Manhattan,New York,2013,None
Etats-Unis,Manhattan,New York,2013,None
Faro,Brooklyn,New York,2013,None
Fiamma Osteria,Manhattan,New York,2013,None
The Finch,Brooklyn,New York,2013,None
Fleur de Sel,Manhattan,New York,2013,None
Gabriel Kreuther,Manhattan,New York,2013,None
La Goulue,Manhattan,New York,2013,None
Gunter Seeger,Manhattan,New York,2013,None
Hirohisa,Manhattan,New York,2013,None
Ichimura at Brushstroke,Manhattan,New York,2013,None
Insieme,Manhattan,New York,2013,None
JoJo,Manhattan,New York,2013,None
Juni,Manhattan,New York,2013,None
Kanoyama,Manhattan,New York,2013,None
Kurumazushi,Manhattan,New York,2013,None
Laut,Manhattan,New York,2013,None
Lever House,Manhattan,New York,2013,None
Lincoln,Manhattan,New York,2013,None
Lo Scalco,Manhattan,New York,2013,None
Luksus at Torst,Brooklyn,New York,2013,None
M. Wells Steakhouse,Queens,New York,2013,None
Marc Forgione,Manhattan,New York,2013,None
March,Manhattan,New York,2013,None
Meadowsweet,Brooklyn,New York,2013,None
The Musket Room,Manhattan,New York,2013,None
Nix,Manhattan,New York,2013,None
Nobu,Manhattan,New York,2013,None
Perry Street,Manhattan,New York,2013,None
Piora,Manhattan,New York,2013,None
Pok Pok NY,Brooklyn,New York,2013,None
Rebelle,Manhattan,New York,2013,None
Le Restaurant,Manhattan,New York,2013,None
Rhong-Tiam,Manhattan,New York,2013,None
Satsuki (restaurant),Manhattan,New York,2013,None
Scalini Fedeli,Manhattan,New York,2013,None
Semilla,Brooklyn,New York,2013,None
Shalezeh,Manhattan,New York,2013,None
SHO Shaun Hergatt,Manhattan,New York,2013,None
La Sirena,Manhattan,New York,2013,None
Somtum Der,Manhattan,New York,2013,None
Sushi Amane,Manhattan,New York,2013,None
Sushi Ginza Onodera,Manhattan,New York,2013,None
Sushi Inoue,Manhattan,New York,2013,None
Sushi Yasuda,Manhattan,New York,2013,None
Sushi Zo,Manhattan,New York,2013,None
Take Root,Brooklyn,New York,2013,None
Telepan,Manhattan,New York,2013,None
Tempura Matsui,Manhattan,New York,2013,None
Uncle Boons,Manhattan,New York,2013,None
Ushiwakamaru,Manhattan,New York,2013,None
La Vara,Brooklyn,New York,2013,None
Veritas,Manhattan,New York,2013,None
Vong,Manhattan,New York,2013,None
Zabb Elee,Queens,New York,2013,None
ZZ's Clam Bar,Manhattan,New York,2013,None
Adega,San Jose,San Francisco,2013,None
Al's Place,Mission,San Francisco,2013,None
Applewood,Guerneville,San Francisco,2013,None
Aster,Mission,San Francisco,2013,None
Bistro Jeanty,Yountville,San Francisco,2013,None
Californios,Mission,San Francisco,2013,None
Chez Panisse,Berkeley,San Francisco,2013,None
Commonwealth,Mission,San Francisco,2013,None
Dio Deka,Los Gatos,San Francisco,2013,None
Dry Creek Kitchen,Healdsburg,San Francisco,2013,None
Etoile,Yountville,San Francisco,2013,None
Fifth Floor,SoMa,San Francisco,2013,None
Fleur de Lys,Financial District,San Francisco,2013,None
Hashiri,SoMa,San Francisco,2013,None
In Situ,SoMa,San Francisco,2013,None
Jū-Ni,North Panhandle,San Francisco,2013,None
K&L Bistro,Sebastopol,San Francisco,2013,None
Kenzo,Napa,San Francisco,2013,None
Kin Khao,Union Square,San Francisco,2013,None
Kinjo,Russian Hill,San Francisco,2013,None
Kusakabe,Financial District,San Francisco,2013,None
Lazy Bear,Mission,San Francisco,2013,None
Lord Stanley,Nob Hill,San Francisco,2013,None
Maruya,Mission,San Francisco,2013,None
Mister Jiu’s,Chinatown,San Francisco,2013,None
Mosu,Fillmore,San Francisco,2013,None
Mourad,SoMa,San Francisco,2013,None
Murray Circle,Sausalito,San Francisco,2013,None
Nico,Pacific Heights,San Francisco,2013,None
Octavia,Lower Pacific Heights,San Francisco,2013,None
Omakase,SoMa,San Francisco,2013,None
One Market,SoMa,San Francisco,2013,None
Range,Mission,San Francisco,2013,None
Rasa,Burlingame,San Francisco,2013,None
Rich Table,Hayes Valley,San Francisco,2013,None
Sante,Sonoma,San Francisco,2013,None
SingleThread Farms,Healdsburg,San Francisco,2013,None
State Bird Provisions,Fillmore,San Francisco,2013,None
Sushi Ran,Sausalito,San Francisco,2013,None
Sushi Yoshizumi,San Mateo,San Francisco,2013,None
The Progress,Fillmore,San Francisco,2013,None
Wako,Richmond,San Francisco,2013,None
42 Grams,Uptown,Chicago,2013,None
Band of Bohemia,Ravenswood,Chicago,2013,None
Courtright's,Willow Springs,Chicago,2013,None
Dusek's,Pilsen,Chicago,2013,None
El Ideas,Douglas Park,Chicago,2013,None
Elizabeth,Ravenswood,Chicago,2013,None
Elske,West Loop,Chicago,2013,None
Entente,Lakeview,Chicago,2013,None
Grace,West Loop,Chicago,2013,None
GreenRiver,Streeterville,Chicago,2013,None
NoMI,Magnificent Mile,Chicago,2013,None
North Pond,Lincoln Park,Chicago,2013,None
Oriole,West Loop,Chicago,2013,None
Parachute,Avondale,Chicago,2013,None
Roister,Fulton Market,Chicago,2013,None
Senza,Lakeview East,Chicago,2013,None
Smyth,West Loop,Chicago,2013,None
The Lobby,Magnificent Mile,Chicago,2013,None
Vie,Western Springs,Chicago,2013,None
Blue Duck Tavern,West End,DC,2013,None
Fiola by Fabio Trabocchi,Penn Quarter,DC,2013,None
Kinship,Mount Vernon Square,DC,2013,None
Komi,Dupont Circle,DC,2013,None
Masseria,Union Market,DC,2013,None
Métier,Mount Vernon Square,DC,2013,None
Minibar by José Andrés,Penn Quarter,DC,2013,None
Pineapple & Pearls,Eastern Market,DC,2013,None
Plume,Downtown,DC,2013,None
Rose's Luxury,Eastern Market,DC,2013,None
Sushi Taro,Dupont Circle,DC,2013,None
Tail Up Goat,Adams Morgan,DC,2013,None
The Dabney,Mount Vernon Square,DC,2013,None
The Inn at Little Washington,"Washington, Virginia",DC,2013,None
Adour,Manhattan,New York,2014,None
Agern,Manhattan,New York,2014,None
Allen & Delancey,Manhattan,New York,2014,None
Alto,Manhattan,New York,2014,None
Andanada,Manhattan,New York,2014,None
Anthos,Manhattan,New York,2014,None
L'Appart,Manhattan,New York,2014,None
L'Atelier de Joël Robuchon,Manhattan,New York,2014,None
Bar Uchū,Manhattan,New York,2014,None
Bâtard,Manhattan,New York,2014,None
Betony,Manhattan,New York,2014,None
BLT Fish,Manhattan,New York,2014,None
Café Gray,Manhattan,New York,2014,None
Cagen,Manhattan,New York,2014,None
Casa Enrique,Queens,New York,2014,None
The Clocktower (restaurant),Manhattan,New York,2014,None
Contra,Manhattan,New York,2014,None
Convivio,Manhattan,New York,2014,None
Corton,Manhattan,New York,2014,None
Cote (restaurant),Manhattan,New York,2014,None
Country,Manhattan,New York,2014,None
Craft,Manhattan,New York,2014,None
Cru,Manhattan,New York,2014,None
Danube,Manhattan,New York,2014,None
Delaware & Hudson,Brooklyn,New York,2014,None
Devi,Manhattan,New York,2014,None
Dressler,Brooklyn,New York,2014,None
Eighty-One,Manhattan,New York,2014,None
Etats-Unis,Manhattan,New York,2014,None
Faro,Brooklyn,New York,2014,None
Fiamma Osteria,Manhattan,New York,2014,None
The Finch,Brooklyn,New York,2014,None
Fleur de Sel,Manhattan,New York,2014,None
Gabriel Kreuther,Manhattan,New York,2014,None
Gilt,Manhattan,New York,2014,None
Gordon Ramsay at The London,Manhattan,New York,2014,None
La Goulue,Manhattan,New York,2014,None
Gunter Seeger,Manhattan,New York,2014,None
Heartbreak,Manhattan,New York,2014,None
Hirohisa,Manhattan,New York,2014,None
Insieme,Manhattan,New York,2014,None
JoJo,Manhattan,New York,2014,None
Juni,Manhattan,New York,2014,None
Kanoyama,Manhattan,New York,2014,None
Kurumazushi,Manhattan,New York,2014,None
Laut,Manhattan,New York,2014,None
Lever House,Manhattan,New York,2014,None
Lo Scalco,Manhattan,New York,2014,None
Luksus at Torst,Brooklyn,New York,2014,None
M. Wells Steakhouse,Queens,New York,2014,None
Marc Forgione,Manhattan,New York,2014,None
March,Manhattan,New York,2014,None
Meadowsweet,Brooklyn,New York,2014,None
Nix,Manhattan,New York,2014,None
Nobu,Manhattan,New York,2014,None
Perry Street,Manhattan,New York,2014,None
Picholine,Manhattan,New York,2014,None
Piora,Manhattan,New York,2014,None
Pok Pok NY,Brooklyn,New York,2014,None
Rebelle,Manhattan,New York,2014,None
Rhong-Tiam,Manhattan,New York,2014,None
The River Café,Brooklyn,New York,2014,None
Satsuki (restaurant),Manhattan,New York,2014,None
Saul,Brooklyn,New York,2014,None
Scalini Fedeli,Manhattan,New York,2014,None
Semilla,Brooklyn,New York,2014,None
Shalezeh,Manhattan,New York,2014,None
SHO Shaun Hergatt,Manhattan,New York,2014,None
La Sirena,Manhattan,New York,2014,None
Somtum Der,Manhattan,New York,2014,None
Sushi Amane,Manhattan,New York,2014,None
Sushi Ginza Onodera,Manhattan,New York,2014,None
Sushi Inoue,Manhattan,New York,2014,None
Sushi Yasuda,Manhattan,New York,2014,None
Sushi Zo,Manhattan,New York,2014,None
Take Root,Brooklyn,New York,2014,None
Tempura Matsui,Manhattan,New York,2014,None
Uncle Boons,Manhattan,New York,2014,None
Ushiwakamaru,Manhattan,New York,2014,None
La Vara,Brooklyn,New York,2014,None
Veritas,Manhattan,New York,2014,None
Vong,Manhattan,New York,2014,None
Zabb Elee,Queens,New York,2014,None
ZZ's Clam Bar,Manhattan,New York,2014,None
Adega,San Jose,San Francisco,2014,None
Al's Place,Mission,San Francisco,2014,None
Applewood,Guerneville,San Francisco,2014,None
Aster,Mission,San Francisco,2014,None
Bistro Jeanty,Yountville,San Francisco,2014,None
Californios,Mission,San Francisco,2014,None
Chez Panisse,Berkeley,San Francisco,2014,None
Commonwealth,Mission,San Francisco,2014,None
Dio Deka,Los Gatos,San Francisco,2014,None
Dry Creek Kitchen,Healdsburg,San Francisco,2014,None
Etoile,Yountville,San Francisco,2014,None
Fleur de Lys,Financial District,San Francisco,2014,None
Frances,Castro,San Francisco,2014,None
Hashiri,SoMa,San Francisco,2014,None
In Situ,SoMa,San Francisco,2014,None
Jū-Ni,North Panhandle,San Francisco,2014,None
K&L Bistro,Sebastopol,San Francisco,2014,None
Kenzo,Napa,San Francisco,2014,None
Kin Khao,Union Square,San Francisco,2014,None
Kinjo,Russian Hill,San Francisco,2014,None
Kusakabe,Financial District,San Francisco,2014,None
La Costanera,Montara,San Francisco,2014,None
Lazy Bear,Mission,San Francisco,2014,None
Lord Stanley,Nob Hill,San Francisco,2014,None
Maruya,Mission,San Francisco,2014,None
Mister Jiu’s,Chinatown,San Francisco,2014,None
Mosu,Fillmore,San Francisco,2014,None
Mourad,SoMa,San Francisco,2014,None
Murray Circle,Sausalito,San Francisco,2014,None
Nico,Pacific Heights,San Francisco,2014,None
Octavia,Lower Pacific Heights,San Francisco,2014,None
Omakase,SoMa,San Francisco,2014,None
One Market,SoMa,San Francisco,2014,None
Range,Mission,San Francisco,2014,None
Rasa,Burlingame,San Francisco,2014,None
Rich Table,Hayes Valley,San Francisco,2014,None
Sante,Sonoma,San Francisco,2014,None
SingleThread Farms,Healdsburg,San Francisco,2014,None
Sushi Ran,Sausalito,San Francisco,2014,None
Sushi Yoshizumi,San Mateo,San Francisco,2014,None
The Progress,Fillmore,San Francisco,2014,None
Wako,Richmond,San Francisco,2014,None
42 Grams,Uptown,Chicago,2014,None
Band of Bohemia,Ravenswood,Chicago,2014,None
