in.county	lt_05	05_to_10	10_to_15	15_to_20	20_to_25	25_to_30	30_to_35	35_to_40	gt_40
G1901310	544.6275	385.9375	416.4775	528.0525	545.1675	658.6825	1254.29	810.52	1761.3425
G1901330	903.3075	410.2325	469.6425	654.86	545.83	694.23	937.5725	770.7025	1418.7675
G1901350	769.4725	583.175	686.3	728.64	518.4075	545.1325	701.7525	529.28	1732.115
G1901370	365.1725	233.385	476.385	586.4375	686.515	467.1825	1011.05	839.945	1519.595
G1901390	294.0425	296.655	499.41	585.575	861.795	867.1075	1075.0625	610.6375	1306.7475
G1901410	626.8225	271.27	489.0625	551.9075	836.715	866.82	956.3525	839.175	1652.3625
G1901430	626.8225	271.27	489.0625	551.9075	836.715	866.82	956.3525	839.175	1652.3625
G1901450	347.345	357.1375	397.275	586.39	699.92	638.415	1056.2825	773.63	1343.7375
G1901470	1864.035	1025.515	914.9475	768.105	752.5475	721.55	645.695	580.585	1315.17
G1901490	416.2375	357.4525	468.4375	490.8875	724.23	793.165	1096.385	692.6175	1269.2925
G1901510	539.3075	321.04	497.81	560.0525	952.425	881.21	1128.9525	691.8075	1463.3275
G1901530	540.565	449.4675	508.9875	681.95	567.07	553.3575	1080.05	922.8125	1290.295
G1901550	197.845	185.9375	526.3025	452.865	726.285	793.9025	807.225	721.1575	1634.13
G1901570	496.28	355.6225	480.1425	407.0125	524.785	518.035	1095.7875	757.16	1690.08
G1901590	314.2075	279.665	503.365	638.2175	778.535	476.835	1102.5125	787.6025	1421.325
G1901610	472.5625	502.1575	554.205	785.525	987.8675	791.8125	1020.04	632.9625	1424.0425
G1901630	333.815	296.655	367.9	637.7475	744.7525	768.935	1119.545	876.59	1402.6675
G1901650	392.45	371.1325	616.0475	653.845	752.8	687.4925	1076.5825	854.27	1383.9275
G1901670	505.8025	381.5825	437.2975	469.0125	953.5125	883.27	989.7825	913.17	1447.3475
G1901690	288.7125	328.3775	510.2525	656.915	796.8925	754.3225	1121.635	848.4975	1518.69
G1901710	496.28	355.6225	480.1425	407.0125	524.785	518.035	1095.7875	757.16	1690.08
G1901730	347.345	357.1375	397.275	586.39	699.92	638.415	1056.2825	773.63	1343.7375
G1901750	314.2075	279.665	503.365	638.2175	778.535	476.835	1102.5125	787.6025	1421.325
G1901770	454.0975	310.2075	381.9975	446.7725	572.3175	593.295	1209.005	799.6725	1484.78
G1901790	769.4725	583.175	686.3	728.64	518.4075	545.1325	701.7525	529.28	1732.115
G1901810	540.565	449.4675	508.9875	681.95	567.07	553.3575	1080.05	922.8125	1290.295
G1901830	146.5675	258.54	573.7725	573.58	675.35	639.48	1111.165	696.555	1670.8625
G1901850	163.2	279.83	448.885	556.21	614.225	615.38	1164.7975	870.4675	1441.95
G1901870	859.72	348.755	538.745	700.5125	960.9	899.875	915.05	683.005	1383.5625
G1901890	1589.02	550.095	649.05	782.3725	704.965	751.9825	967.36	653.265	1387.8775
G1901910	170.2275	178.7225	401.35	519.9775	860.48	715.625	1222.9475	728.845	1459.015
G1901930	627.66	385.48	624.9925	931.4325	762.5425	592.4475	906.1675	817.4275	1329.68
G1901950	1589.02	550.095	649.05	782.3725	704.965	751.9825	967.36	653.265	1387.8775
G1901970	395.27	284.6125	291.805	598.7225	792.415	644.4575	1012.275	898.47	1531.9475
G2000010	80.6175	122.04	218.07	458.27	461.2975	484.11	813.8225	733.7125	1262.1
G2000030	80.6175	122.04	218.07	458.27	461.2975	484.11	813.8225	733.7125	1262.1
G2000050	166.3075	324.585	481.9875	568.8825	543.3425	489.8875	758.855	784.8475	1462.1075
G2000070	138	148.4375	221.425	371.2275	460.965	491.32	740.045	664.77	1574.13
G2000090	150.3375	153.085	211.6575	413.885	569.6925	642.5675	830.385	747.3375	1504.345
G2000110	54.9975	126.425	104.2725	213.895	283.06	381.8925	592.7075	554.92	1524.605
G2000130	547.14	411.2925	455.485	493.91	533.2625	567.735	751.17	684.85	1542.135
G2000150	39	103.51	162.65	478.615	506.71	595.265	837.235	775.2075	1485.98
G2000170	268.31	383.5675	479.615	743.285	596.1175	520.2875	753.2175	759.175	1393.905
G2000190	80.6175	122.04	218.07	458.27	461.2975	484.11	813.8225	733.7125	1262.1
G2000210	54.9975	126.425	104.2725	213.895	283.06	381.8925	592.7075	554.92	1524.605
G2000230	430.8825	366.105	324.395	470.0075	640.33	604.44	792.9625	1018.4225	1655.205
G2000250	152.5625	63.4925	211.455	487.345	574.9975	549.605	1002.1425	791.4625	1526.835
G2000270	59.9375	148.545	234.8325	358.81	443.8075	538.935	794.6875	609.215	1529.8975
G2000290	385.33	173.475	130.8275	292.565	456.925	509.7525	718.89	901.48	1538.8575
G2000310	268.31	383.5675	479.615	743.285	596.1175	520.2875	753.2175	759.175	1393.905
G2000330	152.5625	63.4925	211.455	487.345	574.9975	549.605	1002.1425	791.4625	1526.835
G2000350	0	61.7075	190.38	336.3525	473.9425	617.4075	942.2975	1007.475	1352.7075
G2000370	54.9975	126.425	104.2725	213.895	283.06	381.8925	592.7075	554.92	1524.605
G2000390	207.74	201.48	367.765	615.515	805.57	756.675	884.8525	743.47	1512.96
G2000410	59.9375	148.545	234.8325	358.81	443.8075	538.935	794.6875	609.215	1529.8975
G2000430	117.3	129.7125	230.8825	356.11	670.385	884.59	918.215	901.875	1467.9475
G2000450	66.6125	141.4925	200.335	407.2225	612.2075	563.455	753.1175	829.09	1539.35
G2000470	152.5625	63.4925	211.455	487.345	574.9975	549.605	1002.1425	791.4625	1526.835
G2000490	80.6175	122.04	218.07	458.27	461.2975	484.11	813.8225	733.7125	1262.1
G2000510	33.64	93.885	160.6925	475.8425	664.855	695.455	778.775	676.15	1713.3475
G2000530	254.2775	218.49	231.9	468.7475	507.175	564.59	758.375	773.405	1566.9375
G2000550	78.505	42.6975	128.7575	484.4475	760.2675	869.07	899.69	798.73	1536.405
G2000570	152.5625	63.4925	211.455	487.345	574.9975	549.605	1002.1425	791.4625	1526.835
G2000590	66.6125	141.4925	200.335	407.2225	612.2075	563.455	753.1175	829.09	1539.35
G2000610	59.9375	148.545	234.8325	358.81	443.8075	538.935	794.6875	609.215	1529.8975
G2000630	231.9725	227.7725	366.5925	583.69	661.605	752.7875	818.93	737.015	1606.95
G2000650	231.9725	227.7725	366.5925	583.69	661.605	752.7875	818.93	737.015	1606.95
G2000670	66.0675	50.16	235.5075	402.0175	532.3225	740.99	874.615	710.7375	1595.86
G2000690	78.505	42.6975	128.7575	484.4475	760.2675	869.07	899.69	798.73	1536.405
G2000710	430.8825	366.105	324.395	470.0075	640.33	604.44	792.9625	1018.4225	1655.205
G2000730	268.31	383.5675	479.615	743.285	596.1175	520.2875	753.2175	759.175	1393.905
G2000750	78.505	42.6975	128.7575	484.4475	760.2675	869.07	899.69	798.73	1536.405
G2000770	15.675	74.1925	178.11	369.4125	416.315	413.2425	724.5175	769.5675	1622.4575
G2000790	122.9225	153.67	228.6	356.1925	469.1825	621.49	823.385	806.9225	1626.2025
G2000810	78.505	42.6975	128.7575	484.4475	760.2675	869.07	899.69	798.73	1536.405
G2000830	152.5625	63.4925	211.455	487.345	574.9975	549.605	1002.1425	791.4625	1526.835
G2000850	87.58	166.41	350.1675	530.8175	492.87	550.0975	793.7975	719.455	1503.85
G2000870	87.58	166.41	350.1675	530.8175	492.87	550.0975	793.7975	719.455	1503.85
G2000890	385.33	173.475	130.8275	292.565	456.925	509.7525	718.89	901.48	1538.8575
G2000910	54.075	145.765	203.9525	314.195	397.9325	551.0325	625.5475	815.4175	1630.575
G2000930	78.505	42.6975	128.7575	484.4475	760.2675	869.07	899.69	798.73	1536.405
G2000950	138	148.4375	221.425	371.2275	460.965	491.32	740.045	664.77	1574.13
G2000970	152.5625	63.4925	211.455	487.345	574.9975	549.605	1002.1425	791.4625	1526.835
G2000990	80.6175	122.04	218.07	458.27	461.2975	484.11	813.8225	733.7125	1262.1
G2001010	231.9725	227.7725	366.5925	583.69	661.605	752.7875	818.93	737.015	1606.95
G2001030	166.3075	324.585	481.9875	568.8825	543.3425	489.8875	758.855	784.8475	1462.1075
G2001050	90.77	246.2175	268.655	405.8175	495.23	581.2325	798.3975	643.59	1403.1275
G2001070	66.6125	141.4925	200.335	407.2225	612.2075	563.455	753.1175	829.09	1539.35
G2001090	430.8825	366.105	324.395	470.0075	640.33	604.44	792.9625	1018.4225	1655.205
G2001110	268.31	383.5675	479.615	743.285	596.1175	520.2875	753.2175	759.175	1393.905
G2001130	138	148.4375	221.425	371.2275	460.965	491.32	740.045	664.77	1574.13
G2001150	122.9225	153.67	228.6	356.1925	469.1825	621.49	823.385	806.9225	1626.2025
G2001170	164.2	190.585	162.4475	422.42	665.87	765.99	1199.975	748.035	1522.0225
G2001190	66.0675	50.16	235.5075	402.0175	532.3225	740.99	874.615	710.7375	1595.86
G2001210	66.6125	141.4925	200.335	407.2225	612.2075	563.455	753.1175	829.09	1539.35
G2001230	385.33	173.475	130.8275	292.565	456.925	509.7525	718.89	901.48	1538.8575
G2001250	80.6175	122.04	218.07	458.27	461.2975	484.11	813.8225	733.7125	1262.1
G2001270	59.9375	148.545	234.8325	358.81	443.8075	538.935	794.6875	609.215	1529.8975
G2001290	66.0675	50.16	235.5075	402.0175	532.3225	740.99	874.615	710.7375	1595.86
G2001310	547.14	411.2925	455.485	493.91	533.2625	567.735	751.17	684.85	1542.135
G2001330	80.6175	122.04	218.07	458.27	461.2975	484.11	813.8225	733.7125	1262.1
G2001350	33.64	93.885	160.6925	475.8425	664.855	695.455	778.775	676.15	1713.3475
G2001370	231.9725	227.7725	366.5925	583.69	661.605	752.7875	818.93	737.015	1606.95
G2001390	248.09	188.4175	258.78	376.4175	464.1075	493.5375	781.435	718.5125	1539.9575
G2001410	254.2775	218.49	231.9	468.7475	507.175	564.59	758.375	773.405	1566.9375
G2001430	90.77	246.2175	268.655	405.8175	495.23	581.2325	798.3975	643.59	1403.1275
G2001450	150.3375	153.085	211.6575	413.885	569.6925	642.5675	830.385	747.3375	1504.345
G2001470	231.9725	227.7725	366.5925	583.69	661.605	752.7875	818.93	737.015	1606.95
G2001490	95.2425	186.7425	337.59	479.52	623.44	683.985	729.8225	618.255	1463.6525
G2001510	150.3375	153.085	211.6575	413.885	569.6925	642.5675	830.385	747.3375	1504.345
G2001530	207.74	201.48	367.765	615.515	805.57	756.675	884.8525	743.47	1512.96
G2001550	138	148.4375	221.425	371.2275	460.965	491.32	740.045	664.77	1574.13
G2001570	385.33	173.475	130.8275	292.565	456.925	509.7525	718.89	901.48	1538.8575
G2001590	138	148.4375	221.425	371.2275	460.965	491.32	740.045	664.77	1574.13
G2001610	95.2425	186.7425	337.59	479.52	623.44	683.985	729.8225	618.255	1463.6525
G2001630	33.64	93.885	160.6925	475.8425	664.855	695.455	778.775	676.15	1713.3475
G2001650	33.64	93.885	160.6925	475.8425	664.855	695.455	778.775	676.15	1713.3475
G2001670	254.2775	218.49	231.9	468.7475	507.175	564.59	758.375	773.405	1566.9375
G2001690	90.77	246.2175	268.655	405.8175	495.23	581.2325	798.3975	643.59	1403.1275
G2001710	430.8825	366.105	324.395	470.0075	640.33	604.44	792.9625	1018.4225	1655.205
G2001730	15.675	74.1925	178.11	369.4125	416.315	413.2425	724.5175	769.5675	1622.4575
G2001750	66.0675	50.16	235.5075	402.0175	532.3225	740.99	874.615	710.7375	1595.86
G2001770	87.58	166.41	350.1675	530.8175	492.87	550.0975	793.7975	719.455	1503.85
G2001790	231.9725	227.7725	366.5925	583.69	661.605	752.7875	818.93	737.015	1606.95
G2001810	430.8825	366.105	324.395	470.0075	640.33	604.44	792.9625	1018.4225	1655.205
G2001830	409.625	404.2425	458.005	528.8225	742.91	664.96	997.5025	816.8175	1780.4
G2001850	150.3375	153.085	211.6575	413.885	569.6925	642.5675	830.385	747.3375	1504.345
G2001870	66.0675	50.16	235.5075	402.0175	532.3225	740.99	874.615	710.7375	1595.86
G2001890	66.0675	50.16	235.5075	402.0175	532.3225	740.99	874.615	710.7375	1595.86
G2001910	0	61.7075	190.38	336.3525	473.9425	617.4075	942.2975	1007.475	1352.7075
G2001930	430.8825	366.105	324.395	470.0075	640.33	604.44	792.9625	1018.4225	1655.205
G2001950	231.9725	227.7725	366.5925	583.69	661.605	752.7875	818.93	737.015	1606.95
G2001970	248.09	188.4175	258.78	376.4175	464.1075	493.5375	781.435	718.5125	1539.9575
G2001990	430.8825	366.105	324.395	470.0075	640.33	604.44	792.9625	1018.4225	1655.205
G2002010	95.2425	186.7425	337.59	479.52	623.44	683.985	729.8225	618.255	1463.6525
G2002030	430.8825	366.105	324.395	470.0075	640.33	604.44	792.9625	1018.4225	1655.205
G2002050	80.6175	122.04	218.07	458.27	461.2975	484.11	813.8225	733.7125	1262.1
G2002070	80.6175	122.04	218.07	458.27	461.2975	484.11	813.8225	733.7125	1262.1
G2002090	0	57.7875	149.69	187.085	141.145	435.8525	922.435	926.0925	1569.3475
G2100010	188.38	149.03	235.9275	374.5025	485.8325	579.155	673.1125	692.665	1610.9025
G2100030	184.0675	136.035	132.64	171.46	338.0675	570.305	714.4375	711.335	1460.385
G2100050	41.6325	124.84	173.3125	514.4	466.9625	465.83	918.365	858.2575	1413.51
G2100070	0	18.9125	63.3575	123.615	347.9925	368.1975	677.5075	786.935	1625.3275
G2100090	184.0675	136.035	132.64	171.46	338.0675	570.305	714.4375	711.335	1460.385
G2100110	10.2175	14.4975	15.295	165.32	338.6425	483.8225	663.1375	771.9775	1639.9325
G2100130	41.23	89.2825	110.2475	332.0075	451.75	526.79	803.1225	684.305	1703.8525
G2100150	145.7875	187.725	278.9125	446.065	504.7875	496.935	798.4225	963.5675	1580.995
G2100170	41.6325	124.84	173.3125	514.4	466.9625	465.83	918.365	858.2575	1413.51
G2100190	23.4225	88.2025	225.2925	272.28	291.0725	536.13	957.0025	926.0575	1501.2675
G2100210	0	26.3225	72.135	189.16	354.0575	507.2225	863.72	730.16	1504.3525
G2100230	36.14	107.9025	157.3875	285.9825	497.275	615.735	759.3325	793.2	1859.58
G2100250	10.2175	14.4975	15.295	165.32	338.6425	483.8225	663.1375	771.9775	1639.9325
G2100270	188.38	149.03	235.9275	374.5025	485.8325	579.155	673.1125	692.665	1610.9025
G2100290	20.3975	38.245	160.015	380.2775	388.575	451.65	716.2075	1004.81	1500.4825
G2100310	184.0675	136.035	132.64	171.46	338.0675	570.305	714.4375	711.335	1460.385
G2100330	229.2875	160.5625	293.495	263	386.72	451.7925	611.3225	702.605	1475.4175
G2100350	0	18.9125	63.3575	123.615	347.9925	368.1975	677.5075	786.935	1625.3275
G2100370	36.14	107.9025	157.3875	285.9825	497.275	615.735	759.3325	793.2	1859.58
G2100390	0	18.9125	63.3575	123.615	347.9925	368.1975	677.5075	786.935	1625.3275
G2100410	145.7875	187.725	278.9125	446.065	504.7875	496.935	798.4225	963.5675	1580.995
G2100430	23.4225	88.2025	225.2925	272.28	291.0725	536.13	957.0025	926.0575	1501.2675
G2100450	0	26.3225	72.135	189.16	354.0575	507.2225	863.72	730.16	1504.3525
G2100470	229.2875	160.5625	293.495	263	386.72	451.7925	611.3225	702.605	1475.4175
G2100490	0	26.3225	72.135	189.16	354.0575	507.2225	863.72	730.16	1504.3525
G2100510	41.23	89.2825	110.2475	332.0075	451.75	526.79	803.1225	684.305	1703.8525
G2100530	0	0	30.41	159.465	303.5925	451.7	620.03	684.61	1854.3625
G2100550	176.5875	117.4	160.55	337.08	451.35	645.0625	755.5625	796.245	1755.6375
G2100570	0	0	30.41	159.465	303.5925	451.7	620.03	684.61	1854.3625
G2100590	0	0	10.6325	93.66	236.1225	541.475	819.2875	835.4775	1794.2125
G2100610	184.0675	136.035	132.64	171.46	338.0675	570.305	714.4375	711.335	1460.385
G2100630	10.2175	14.4975	15.295	165.32	338.6425	483.8225	663.1375	771.9775	1639.9325
G2100650	41.23	89.2825	110.2475	332.0075	451.75	526.79	803.1225	684.305	1703.8525
G2100670	41.6325	124.84	173.3125	514.4	466.9625	465.83	918.365	858.2575	1413.51
G2100690	10.2175	14.4975	15.295	165.32	338.6425	483.8225	663.1375	771.9775	1639.9325
G2100710	10.2175	14.4975	15.295	165.32	338.6425	483.8225	663.1375	771.9775	1639.9325
G2100730	41.6325	124.84	173.3125	514.4	466.9625	465.83	918.365	858.2575	1413.51
G2100750	0	18.9125	63.3575	123.615	347.9925	368.1975	677.5075	786.935	1625.3275
G2100770	145.7875	187.725	278.9125	446.065	504.7875	496.935	798.4225	963.5675	1580.995
G2100790	0	26.3225	72.135	189.16	354.0575	507.2225	863.72	730.16	1504.3525
G2100810	145.7875	187.725	278.9125	446.065	504.7875	496.935	798.4225	963.5675	1580.995
G2100830	0	18.9125	63.3575	123.615	347.9925	368.1975	677.5075	786.935	1625.3275
G2100850	184.0675	136.035	132.64	171.46	338.0675	570.305	714.4375	711.335	1460.385
G2100870	188.38	149.03	235.9275	374.5025	485.8325	579.155	673.1125	692.665	1610.9025
G2100890	23.4225	88.2025	225.2925	272.28	291.0725	536.13	957.0025	926.0575	1501.2675
G2100910	0	0	10.6325	93.66	236.1225	541.475	819.2875	835.4775	1794.2125
G2100930	188.38	149.03	235.9275	374.5025	485.8325	579.155	673.1125	692.665	1610.9025
G2100950	20.585	131.2075	227.99	351.2825	560.5025	609.52	631.66	640.1275	1891.355
G2100970	41.6325	124.84	173.3125	514.4	466.9625	465.83	918.365	858.2575	1413.51
G2100990	184.0675	136.035	132.64	171.46	338.0675	570.305	714.4375	711.335	1460.385
G2101010	176.5875	117.4	160.55	337.08	451.35	645.0625	755.5625	796.245	1755.6375
G2101030	31.95	23.95	67.75	171.15	305.1775	448.5675	634.1825	605.4475	1822.155
G2101050	0	18.9125	63.3575	123.615	347.9925	368.1975	677.5075	786.935	1625.3275
G2101070	176.5875	117.4	160.55	337.08	451.35	645.0625	755.5625	796.245	1755.6375
G2101090	41.23	89.2825	110.2475	332.0075	451.75	526.79	803.1225	684.305	1703.8525
G2101110	31.95	23.95	67.75	171.15	305.1775	448.5675	634.1825	605.4475	1822.155
G2101130	0	26.3225	72.135	189.16	354.0575	507.2225	863.72	730.16	1504.3525
G2101150	10.2175	14.4975	15.295	165.32	338.6425	483.8225	663.1375	771.9775	1639.9325
G2101170	145.7875	187.725	278.9125	446.065	504.7875	496.935	798.4225	963.5675	1580.995
G2101190	10.2175	14.4975	15.295	165.32	338.6425	483.8225	663.1375	771.9775	1639.9325
G2101210	41.23	89.2825	110.2475	332.0075	451.75	526.79	803.1225	684.305	1703.8525
G2101230	188.38	149.03	235.9275	374.5025	485.8325	579.155	673.1125	692.665	1610.9025
G2101250	41.23	89.2825	110.2475	332.0075	451.75	526.79	803.1225	684.305	1703.8525
G2101270	23.4225	88.2025	225.2925	272.28	291.0725	536.13	957.0025	926.0575	1501.2675
G2101290	10.2175	14.4975	15.295	165.32	338.6425	483.8225	663.1375	771.9775	1639.9325
G2101310	10.2175	14.4975	15.295	165.32	338.6425	483.8225	663.1375	771.9775	1639.9325
G2101330	20.585	131.2075	227.99	351.2825	560.5025	609.52	631.66	640.1275	1891.355
G2101350	23.4225	88.2025	225.2925	272.28	291.0725	536.13	957.0025	926.0575	1501.2675
G2101370	0	26.3225	72.135	189.16	354.0575	507.2225	863.72	730.16	1504.3525
G2101390	0	18.9125	63.3575	123.615	347.9925	368.1975	677.5075	786.935	1625.3275
G2101410	184.0675	136.035	132.64	171.46	338.0675	570.305	714.4375	711.335	1460.385
G2101430	0	18.9125	63.3575	123.615	347.9925	368.1975	677.5075	786.935	1625.3275
G2101450	0	18.9125	63.3575	123.615	347.9925	368.1975	677.5075	786.935	1625.3275
G2101470	41.23	89.2825	110.2475	332.0075	451.75	526.79	803.1225	684.305	1703.8525
G2101490	176.5875	117.4	160.55	337.08	451.35	645.0625	755.5625	796.245	1755.6375
G2101510	0	26.3225	72.135	189.16	354.0575	507.2225	863.72	730.16	1504.3525
G2101530	10.2175	14.4975	15.295	165.32	338.6425	483.8225	663.1375	771.9775	1639.9325
G2101550	20.3975	38.245	160.015	380.2775	388.575	451.65	716.2075	1004.81	1500.4825
G2101570	0	18.9125	63.3575	123.615	347.9925	368.1975	677.5075	786.935	1625.3275
G2101590	23.4225	88.2025	225.2925	272.28	291.0725	536.13	957.0025	926.0575	1501.2675
G2101610	36.14	107.9025	157.3875	285.9825	497.275	615.735	759.3325	793.2	1859.58
G2101630	188.38	149.03	235.9275	374.5025	485.8325	579.155	673.1125	692.665	1610.9025
G2101650	10.2175	14.4975	15.295	165.32	338.6425	483.8225	663.1375	771.9775	1639.9325
G2101670	0	26.3225	72.135	189.16	354.0575	507.2225	863.72	730.16	1504.3525
G2101690	184.0675	136.035	132.64	171.46	338.0675	570.305	714.4375	711.335	1460.385
G2101710	184.0675	136.035	132.64	171.46	338.0675	570.305	714.4375	711.335	1460.385
G2101730	41.6325	124.84	173.3125	514.4	466.9625	465.83	918.365	858.2575	1413.51
G2101750	10.2175	14.4975	15.295	165.32	338.6425	483.8225	663.1375	771.9775	1639.9325
G2101770	229.2875	160.5625	293.495	263	386.72	451.7925	611.3225	702.605	1475.4175
G2101790	20.3975	38.245	160.015	380.2775	388.575	451.65	716.2075	1004.81	1500.4825
G2101810	41.6325	124.84	173.3125	514.4	466.9625	465.83	918.365	858.2575	1413.51
G2101830	184.0675	136.035	132.64	171.46	338.0675	570.305	714.4375	711.335	1460.385
G2101850	31.95	23.95	67.75	171.15	305.1775	448.5675	634.1825	605.4475	1822.155
G2101870	145.7875	187.725	278.9125	446.065	504.7875	496.935	798.4225	963.5675	1580.995
G2101890	10.2175	14.4975	15.295	165.32	338.6425	483.8225	663.1375	771.9775	1639.9325
G2101910	36.14	107.9025	157.3875	285.9825	497.275	615.735	759.3325	793.2	1859.58
G2101930	10.2175	14.4975	15.295	165.32	338.6425	483.8225	663.1375	771.9775	1639.9325
G2101950	20.585	131.2075	227.99	351.2825	560.5025	609.52	631.66	640.1275	1891.355
G2101970	10.2175	14.4975	15.295	165.32	338.6425	483.8225	663.1375	771.9775	1639.9325
G2101990	41.23	89.2825	110.2475	332.0075	451.75	526.79	803.1225	684.305	1703.8525
G2102010	36.14	107.9025	157.3875	285.9825	497.275	615.735	759.3325	793.2	1859.58
G2102030	41.23	89.2825	110.2475	332.0075	451.75	526.79	803.1225	684.305	1703.8525
G2102050	10.2175	14.4975	15.295	165.32	338.6425	483.8225	663.1375	771.9775	1639.9325
G2102070	41.23	89.2825	110.2475	332.0075	451.75	526.79	803.1225	684.305	1703.8525
G2102090	41.6325	124.84	173.3125	514.4	466.9625	465.83	918.365	858.2575	1413.51
G2102110	31.95	23.95	67.75	171.15	305.1775	448.5675	634.1825	605.4475	1822.155
G2102130	184.0675	136.035	132.64	171.46	338.0675	570.305	714.4375	711.335	1460.385
G2102150	31.95	23.95	67.75	171.15	305.1775	448.5675	634.1825	605.4475	1822.155
G2102170	188.38	149.03	235.9275	374.5025	485.8325	579.155	673.1125	692.665	1610.9025
G2102190	229.2875	160.5625	293.495	263	386.72	451.7925	611.3225	702.605	1475.4175
G2102210	229.2875	160.5625	293.495	263	386.72	451.7925	611.3225	702.605	1475.4175
G2102230	31.95	23.95	67.75	171.15	305.1775	448.5675	634.1825	605.4475	1822.155
G2102250	176.5875	117.4	160.55	337.08	451.35	645.0625	755.5625	796.245	1755.6375
G2102270	184.0675	136.035	132.64	171.46	338.0675	570.305	714.4375	711.335	1460.385
G2102290	0	26.3225	72.135	189.16	354.0575	507.2225	863.72	730.16	1504.3525
G2102310	41.23	89.2825	110.2475	332.0075	451.75	526.79	803.1225	684.305	1703.8525
G2102330	176.5875	117.4	160.55	337.08	451.35	645.0625	755.5625	796.245	1755.6375
G2102350	41.23	89.2825	110.2475	332.0075	451.75	526.79	803.1225	684.305	1703.8525
G2102370	10.2175	14.4975	15.295	165.32	338.6425	483.8225	663.1375	771.9775	1639.9325
G2102390	41.6325	124.84	173.3125	514.4	466.9625	465.83	918.365	858.2575	1413.51
G2200010	0	0	0	0	0	38.56	140.1275	313.26	1306.8975
G2200030	0	0	0	0	6.8425	81.125	233.9025	403.3425	1238.8175
G2200050	0	0	0	0	29.1125	66.2575	278.465	362.2975	1265.225
G2200070	0	0	0	0	0	0	30.35	214.4075	1372.9825
G2200090	0	0	0	0	27.3625	175.95	309.3825	401.1025	1439.6325
G2200110	0	0	0	0	6.8425	81.125	233.9025	403.3425	1238.8175
G2200130	0	2.2975	21.49	138.44	249.945	280.1375	393.235	387.905	1300.9875
G2200150	0	2.2975	21.49	138.44	249.945	280.1375	393.235	387.905	1300.9875
G2200170	0	0	4.25	44.18	93.3525	175.25	335.1325	507.105	1421.0075
G2200190	0	0	0	0	6.8425	81.125	233.9025	403.3425	1238.8175
G2200210	0	0	0	3.755	124.0425	228.055	256.02	418.66	1511.9875
G2200230	0	0	0	0	8.6675	50.3075	104.3675	349.025	1337.29
G2200250	0	0	0	0	60.0125	161.405	225.455	370.2025	1315.3375
G2200270	0	0	0	19.54	77.4225	185.4575	455.6625	650.65	1556.8725
G2200290	0	0	0	0	60.0125	161.405	225.455	370.2025	1315.3375
G2200310	0	0	4.25	44.18	93.3525	175.25	335.1325	507.105	1421.0075
G2200330	0	0	0	0	29.1125	66.2575	278.465	362.2975	1265.225
G2200350	0	0	0	1.9	29.84	200.325	308.3325	553.9775	1519.5425
G2200370	0	0	0	0	29.1125	66.2575	278.465	362.2975	1265.225
G2200390	0	0	0	0	0	38.56	140.1275	313.26	1306.8975
G2200410	0	0	0	3.755	124.0425	228.055	256.02	418.66	1511.9875
G2200430	0	0	0	3.8	32.8	66.475	242.3725	403.425	1265.2225
G2200450	0	0	0	0	10.2	27.48	178.995	354.3075	1342.8175
G2200470	0	0	0	0	29.1125	66.2575	278.465	362.2975	1265.225
G2200490	0	0	0	3.755	124.0425	228.055	256.02	418.66	1511.9875
G2200510	0	0	0	0	0	43.1875	83.945	269.9625	1112.3625
G2200530	0	0	0	0	6.8425	81.125	233.9025	403.3425	1238.8175
G2200550	0	0	0	0	0	38.56	140.1275	313.26	1306.8975
G2200570	0	0	0	7.8025	59.4625	106.7025	246.7975	277.55	1111.37
G2200590	0	0	0	0	27.3625	175.95	309.3825	401.1025	1439.6325
G2200610	0	0	0	3.755	124.0425	228.055	256.02	418.66	1511.9875
G2200630	0	0	0	0	29.1125	66.2575	278.465	362.2975	1265.225
G2200650	0	0	0	0	60.0125	161.405	225.455	370.2025	1315.3375
G2200670	0	0	0	3.755	124.0425	228.055	256.02	418.66	1511.9875
G2200690	0	0	4.2125	55.18	86.4575	228.2475	339.1975	579.4425	1105.835
G2200710	0	0	0	0	0	0	36.94	176.865	1129.3975
G2200730	0	0	0	3.755	124.0425	228.055	256.02	418.66	1511.9875
G2200750	0	0	0	0	0	0	7.9425	90.3425	1294.025
G2200770	0	0	0	0	29.1125	66.2575	278.465	362.2975	1265.225
G2200790	0	0	0	3.8	32.8	66.475	242.3725	403.425	1265.2225
G2200810	0	2.2975	21.49	138.44	249.945	280.1375	393.235	387.905	1300.9875
G2200830	0	0	0	3.755	124.0425	228.055	256.02	418.66	1511.9875
G2200850	0	0	4.2125	55.18	86.4575	228.2475	339.1975	579.4425	1105.835
G2200870	0	0	0	0	0	0	7.9425	90.3425	1294.025
G2200890	0	0	0	0	0	43.1875	83.945	269.9625	1112.3625
G2200910	0	0	0	0	29.1125	66.2575	278.465	362.2975	1265.225
G2200930	0	0	0	7.8025	59.4625	106.7025	246.7975	277.55	1111.37
G2200950	0	0	0	0	0	43.1875	83.945	269.9625	1112.3625
G2200970	0	0	0	0	0	38.56	140.1275	313.26	1306.8975
G2200990	0	0	0	0	0	38.56	140.1275	313.26	1306.8975
G2201010	0	0	0	0	0	0	30.35	214.4075	1372.9825
G2201030	0	0	0	0	0	0	36.94	176.865	1129.3975
