in.county	lt_05	05_to_10	10_to_15	15_to_20	20_to_25	25_to_30	30_to_35	35_to_40	gt_40
G3600750	113.025	160.1725	358.8875	837.3325	889.8325	677.4075	1136.59	911.635	1636.6375
G3600770	230.6175	195.105	371.815	642.88	997.52	991.7575	1131.605	918.2075	1597.1075
G3600790	299.0825	263	329.13	372.92	534.5775	675.13	879.9725	876.9175	1992.015
G3600810	0	26.945	48.5275	198.695	289.64	385.0375	650.5825	979.77	1907.935
G3600830	134.7525	305.035	453.3275	854.625	869.9625	838.8375	896.0475	824.0025	1677.58
G3600850	26.47	75.1975	165.925	355.8625	546.455	544.06	887.4325	845.22	1694.505
G3600870	28.7675	117.775	198.075	416.1975	821.9325	685.83	860.655	811.845	1950.85
G3600890	924.7775	596.845	660.2525	955.0625	814.7125	629.48	861.3725	997.4625	1579.9325
G3600910	134.7525	305.035	453.3275	854.625	869.9625	838.8375	896.0475	824.0025	1677.58
G3600930	134.7525	305.035	453.3275	854.625	869.9625	838.8375	896.0475	824.0025	1677.58
G3600950	134.7525	305.035	453.3275	854.625	869.9625	838.8375	896.0475	824.0025	1677.58
G3600970	45.5	106.0025	205.8775	604.0925	799.7	885.1275	971.1725	1096.2725	1940.13
G3600990	45.5	106.0025	205.8775	604.0925	799.7	885.1275	971.1725	1096.2725	1940.13
G3601010	45.5	106.0025	205.8775	604.0925	799.7	885.1275	971.1725	1096.2725	1940.13
G3601030	0	73.9	144.7125	279.6175	334.7875	449.6125	728.595	1065.585	2009.615
G3601050	87.5	204.115	378.035	857.3075	1042.5675	893.4375	1093.1425	1042.1575	1600.7225
G3601070	171.8875	296.8075	408.2225	809.63	799.5975	714.84	1165.9575	907.745	1848.92
G3601090	171.8875	296.8075	408.2225	809.63	799.5975	714.84	1165.9575	907.745	1848.92
G3601110	384.4775	264.185	278.8375	419.11	590.4475	584.48	755.1175	852.885	1969.095
G3601130	891.775	448.075	444.6375	613.8625	671.0925	635.0625	805.1775	816.135	1903.24
G3601150	891.775	448.075	444.6375	613.8625	671.0925	635.0625	805.1775	816.135	1903.24
G3601170	106.5475	282.545	499.68	749.95	711.2325	685.475	902.6675	1145.585	1556.9075
G3601190	28.7675	117.775	198.075	416.1975	821.9325	685.83	860.655	811.845	1950.85
G3601210	44.1425	189.9625	483.595	918.4725	704.7875	583.415	875.48	1083.545	1835.23
G3601230	45.5	106.0025	205.8775	604.0925	799.7	885.1275	971.1725	1096.2725	1940.13
G3700010	0	0	6.3375	87.5025	222.5275	365.7075	558.15	747.955	1838.42
G3700030	0	0	19.5075	92.595	218.555	281.5775	553.2225	606.125	1878.1025
G3700050	28.895	115.23	273.7625	497.515	559.77	510.76	880.4625	773.2675	1866.3525
G3700070	5.2175	19.07	63.65	158.835	297.545	371.1425	595.7025	586.5725	1609.5675
G3700090	28.895	115.23	273.7625	497.515	559.77	510.76	880.4625	773.2675	1866.3525
G3700110	15.4725	50.3475	144.1275	322.04	455.7125	422.23	734.005	714.8425	1770.2175
G3700130	10.5175	31.1125	34.2925	170.115	232.78	262.3825	565.3725	488.8225	1525.36
G3700150	0	0	8.4475	43.3375	133.865	213.3425	508.7875	652.6675	1778.4475
G3700170	2.6725	30.6325	92.5375	143.84	278.7325	322.6925	640.28	633.2	1607.8325
G3700190	0	0	0	0	11.7475	106.995	290.03	502.245	1731.9875
G3700210	0	0	66.85	170.4975	407.15	507.1375	747.5275	761.685	1917.0225
G3700230	0	0	19.5075	92.595	218.555	281.5775	553.2225	606.125	1878.1025
G3700250	0	0	0	32.2175	104.1975	237.1875	486.68	659.05	1788.18
G3700270	0	0	19.5075	92.595	218.555	281.5775	553.2225	606.125	1878.1025
G3700290	0	0	0	19.6	22.2175	93.9325	312.615	632.7575	1778.535
G3700310	0	0	15.34	65.83	182.13	310.6625	597.4025	768.475	1591.3325
G3700330	0	0	6.3375	87.5025	222.5275	365.7075	558.15	747.955	1838.42
G3700350	0	0	19.5075	92.595	218.555	281.5775	553.2225	606.125	1878.1025
G3700370	0	0	19.7925	70.0875	198.9775	362.88	619.4325	804.6575	1600.385
G3700390	0	19.205	78.75	249.1675	340.365	457.2575	659.8775	708.01	1620.165
G3700410	0	0	0	19.6	22.2175	93.9325	312.615	632.7575	1778.535
G3700430	0	19.205	78.75	249.1675	340.365	457.2575	659.8775	708.01	1620.165
G3700450	0	0	19.5075	92.595	218.555	281.5775	553.2225	606.125	1878.1025
G3700470	0	0	0	7.6	44.5625	106.65	362.76	481.33	1624.855
G3700490	0	0	0	15.575	47.415	71.515	249.86	471.6075	1663.305
G3700510	2.545	14.265	55.835	137.47	278.86	327.56	552.3175	501.77	1501.365
G3700530	0	0	0	19.6	22.2175	93.9325	312.615	632.7575	1778.535
G3700550	0	0	0	13.405	154.725	184.225	459.93	479.605	1830.5575
G3700570	0	0	0	32.2175	104.1975	237.1875	486.68	659.05	1788.18
G3700590	0	0	0	32.2175	104.1975	237.1875	486.68	659.05	1788.18
G3700610	0	11.8475	27.865	174.645	371.3375	516.3075	713.7125	648.6975	1505.66
G3700630	0	0	19.7925	70.0875	198.9775	362.88	619.4325	804.6575	1600.385
G3700650	10.5175	31.1125	34.2925	170.115	232.78	262.3825	565.3725	488.8225	1525.36
G3700670	0	0	20.1	81.675	156.195	271.3275	444.295	611.435	1767.845
G3700690	0	0	19.7925	70.0875	198.9775	362.88	619.4325	804.6575	1600.385
G3700710	0	0	0	32.2175	104.1975	237.1875	486.68	659.05	1788.18
G3700730	0	0	8.4475	43.3375	133.865	213.3425	508.7875	652.6675	1778.4475
G3700750	0	19.205	78.75	249.1675	340.365	457.2575	659.8775	708.01	1620.165
G3700770	0	0	19.7925	70.0875	198.9775	362.88	619.4325	804.6575	1600.385
G3700790	0	33.32	65.4525	140.985	209.7875	286.67	453.74	595.4275	1762.29
G3700810	13.01	28.6575	104.9775	330.19	323.7425	357.7475	461.2175	691.855	1738.98
G3700830	0	0	2.2	15.8	121.825	282.23	409.62	589.605	1770.1425
G3700850	0	0	19.7925	70.0875	198.9775	362.88	619.4325	804.6575	1600.385
G3700870	0	0	66.85	170.4975	407.15	507.1375	747.5275	761.685	1917.0225
G3700890	0	0	66.85	170.4975	407.15	507.1375	747.5275	761.685	1917.0225
G3700910	0	0	8.4475	43.3375	133.865	213.3425	508.7875	652.6675	1778.4475
G3700930	0	40.31	84.5325	179.865	263.95	350.9175	588.335	535	1586.6125
G3700950	0	0	0	0	36.165	100.2425	307.945	515.6275	1653.2575
G3700970	0	0	19.5075	92.595	218.555	281.5775	553.2225	606.125	1878.1025
G3700990	0	0	66.85	170.4975	407.15	507.1375	747.5275	761.685	1917.0225
G3701010	2.6725	37.5625	69.14	177.7975	300.8225	319.9525	640.43	644.2225	1581.465
G3701030	0	0	0	15.575	47.415	71.515	249.86	471.6075	1663.305
G3701050	0	0	19.7925	70.0875	198.9775	362.88	619.4325	804.6575	1600.385
G3701070	0	33.32	65.4525	140.985	209.7875	286.67	453.74	595.4275	1762.29
G3701090	0	0	19.5075	92.595	218.555	281.5775	553.2225	606.125	1878.1025
G3701110	0	0	66.85	170.4975	407.15	507.1375	747.5275	761.685	1917.0225
G3701130	0	0	66.85	170.4975	407.15	507.1375	747.5275	761.685	1917.0225
G3701150	0	0	66.85	170.4975	407.15	507.1375	747.5275	761.685	1917.0225
G3701170	10.5175	31.1125	34.2925	170.115	232.78	262.3825	565.3725	488.8225	1525.36
G3701190	0	0	0	32.2175	104.1975	237.1875	486.68	659.05	1788.18
G3701210	15.4725	50.3475	144.1275	322.04	455.7125	422.23	734.005	714.8425	1770.2175
G3701230	5.2175	19.07	63.65	158.835	297.545	371.1425	595.7025	586.5725	1609.5675
G3701250	5.2175	19.07	63.65	158.835	297.545	371.1425	595.7025	586.5725	1609.5675
G3701270	0	0	2.2	15.8	121.825	282.23	409.62	589.605	1770.1425
G3701290	0	0	0	0	11.7475	106.995	290.03	502.245	1731.9875
G3701310	0	0	8.4475	43.3375	133.865	213.3425	508.7875	652.6675	1778.4475
G3701330	0	2.335	17.5025	62.0225	234.15	321.395	470.6225	555.3575	1366.4775
G3701350	0	0	19.7925	70.0875	198.9775	362.88	619.4325	804.6575	1600.385
G3701370	0	0	15.34	65.83	182.13	310.6625	597.4025	768.475	1591.3325
G3701390	0	0	0	19.6	22.2175	93.9325	312.615	632.7575	1778.535
G3701410	0	0	0	0	11.7475	106.995	290.03	502.245	1731.9875
G3701430	0	0	0	19.6	22.2175	93.9325	312.615	632.7575	1778.535
G3701450	0	0	6.3375	87.5025	222.5275	365.7075	558.15	747.955	1838.42
G3701470	10.5175	31.1125	34.2925	170.115	232.78	262.3825	565.3725	488.8225	1525.36
G3701490	0	0	66.85	170.4975	407.15	507.1375	747.5275	761.685	1917.0225
G3701510	5.2175	19.07	63.65	158.835	297.545	371.1425	595.7025	586.5725	1609.5675
G3701530	5.2175	19.07	63.65	158.835	297.545	371.1425	595.7025	586.5725	1609.5675
G3701550	2.6725	30.6325	92.5375	143.84	278.7325	322.6925	640.28	633.2	1607.8325
G3701570	41.5575	69.17	135.0425	318.3375	496.8375	616.275	721.3075	717.6125	1734.7975
G3701590	0	0	0	32.2175	104.1975	237.1875	486.68	659.05	1788.18
G3701610	0	0	66.85	170.4975	407.15	507.1375	747.5275	761.685	1917.0225
G3701630	2.6725	30.6325	92.5375	143.84	278.7325	322.6925	640.28	633.2	1607.8325
G3701650	5.2175	19.07	63.65	158.835	297.545	371.1425	595.7025	586.5725	1609.5675
G3701670	0	0	0	32.2175	104.1975	237.1875	486.68	659.05	1788.18
G3701690	0	0	20.1	81.675	156.195	271.3275	444.295	611.435	1767.845
G3701710	113.505	112.5125	273.035	360.3175	736.255	631.165	740.4525	633.555	2023.115
G3701730	0	19.205	78.75	249.1675	340.365	457.2575	659.8775	708.01	1620.165
G3701750	0	0	66.85	170.4975	407.15	507.1375	747.5275	761.685	1917.0225
G3701770	0	0	0	19.6	22.2175	93.9325	312.615	632.7575	1778.535
G3701790	0	0	0	32.2175	104.1975	237.1875	486.68	659.05	1788.18
G3701810	0	0	19.7925	70.0875	198.9775	362.88	619.4325	804.6575	1600.385
G3701830	0	0	19.7925	70.0875	198.9775	362.88	619.4325	804.6575	1600.385
G3701850	0	0	2.2	15.8	121.825	282.23	409.62	589.605	1770.1425
G3701870	0	0	0	19.6	22.2175	93.9325	312.615	632.7575	1778.535
G3701890	28.895	115.23	273.7625	497.515	559.77	510.76	880.4625	773.2675	1866.3525
G3701910	2.6725	37.5625	69.14	177.7975	300.8225	319.9525	640.43	644.2225	1581.465
G3701930	0	0	19.5075	92.595	218.555	281.5775	553.2225	606.125	1878.1025
G3701950	0	0	2.2	15.8	121.825	282.23	409.62	589.605	1770.1425
G3701970	0	0	20.1	81.675	156.195	271.3275	444.295	611.435	1767.845
G3701990	0	0	66.85	170.4975	407.15	507.1375	747.5275	761.685	1917.0225
G3800010	2701.1525	640.555	630.9675	686.0875	753.4075	564.1	878.435	762.42	1643.955
G3800030	2777.22	623.1675	661.41	1012.1575	869.825	655.8925	859.67	868.9225	1338.975
G3800050	2328.26	696.7875	876.025	1147.2	831.7	742.6275	702.7	669.5325	1361.2225
G3800070	2701.1525	640.555	630.9675	686.0875	753.4075	564.1	878.435	762.42	1643.955
G3800090	1627.9825	619.97	563.5025	732.2975	771.51	765.7075	1273.145	981.8525	1637.1025
G3800110	2701.1525	640.555	630.9675	686.0875	753.4075	564.1	878.435	762.42	1643.955
G3800130	1627.9825	619.97	563.5025	732.2975	771.51	765.7075	1273.145	981.8525	1637.1025
G3800150	1823.8825	667.0825	609.1275	918.8825	701.1075	636.31	951.6825	879.0625	1497.25
G3800170	2801.4925	682.175	744.7225	903.6525	722.4175	717.9325	720.885	694.675	1305.19
G3800190	2328.26	696.7875	876.025	1147.2	831.7	742.6275	702.7	669.5325	1361.2225
G3800210	1427.3425	563.7975	654.635	1001.36	891.75	674.2875	934.795	761.87	1233.43
G3800230	1380.2775	672.5025	915.4975	1012.63	901.49	681.9	866.8525	854.3075	1502.305
G3800250	2701.1525	640.555	630.9675	686.0875	753.4075	564.1	878.435	762.42	1643.955
G3800270	2328.26	696.7875	876.025	1147.2	831.7	742.6275	702.7	669.5325	1361.2225
G3800290	1823.8825	667.0825	609.1275	918.8825	701.1075	636.31	951.6825	879.0625	1497.25
G3800310	2777.22	623.1675	661.41	1012.1575	869.825	655.8925	859.67	868.9225	1338.975
G3800330	2701.1525	640.555	630.9675	686.0875	753.4075	564.1	878.435	762.42	1643.955
G3800350	3448.4425	721.2425	636.625	823.2725	744.0575	606.875	707.0025	649.6125	1315.7675
G3800370	1823.8825	667.0825	609.1275	918.8825	701.1075	636.31	951.6825	879.0625	1497.25
G3800390	2777.22	623.1675	661.41	1012.1575	869.825	655.8925	859.67	868.9225	1338.975
G3800410	2701.1525	640.555	630.9675	686.0875	753.4075	564.1	878.435	762.42	1643.955
G3800430	1823.8825	667.0825	609.1275	918.8825	701.1075	636.31	951.6825	879.0625	1497.25
G3800450	1427.3425	563.7975	654.635	1001.36	891.75	674.2875	934.795	761.87	1233.43
G3800470	1823.8825	667.0825	609.1275	918.8825	701.1075	636.31	951.6825	879.0625	1497.25
G3800490	2228.915	753.915	712.7975	951.3	740.955	645.695	893.465	776.635	1439.3725
G3800510	1593.25	880.2975	654.87	900.71	865.44	757.36	857.9225	759.93	1375.1875
G3800530	2701.1525	640.555	630.9675	686.0875	753.4075	564.1	878.435	762.42	1643.955
G3800550	2228.915	753.915	712.7975	951.3	740.955	645.695	893.465	776.635	1439.3725
G3800570	1823.8825	667.0825	609.1275	918.8825	701.1075	636.31	951.6825	879.0625	1497.25
G3800590	1823.8825	667.0825	609.1275	918.8825	701.1075	636.31	951.6825	879.0625	1497.25
G3800610	1627.9825	619.97	563.5025	732.2975	771.51	765.7075	1273.145	981.8525	1637.1025
G3800630	2328.26	696.7875	876.025	1147.2	831.7	742.6275	702.7	669.5325	1361.2225
G3800650	1823.8825	667.0825	609.1275	918.8825	701.1075	636.31	951.6825	879.0625	1497.25
G3800670	2818.5225	844.185	834.1325	990.975	650.2375	568.32	852.535	661.825	1321.49
G3800690	2328.26	696.7875	876.025	1147.2	831.7	742.6275	702.7	669.5325	1361.2225
G3800710	2328.26	696.7875	876.025	1147.2	831.7	742.6275	702.7	669.5325	1361.2225
G3800730	1427.3425	563.7975	654.635	1001.36	891.75	674.2875	934.795	761.87	1233.43
G3800750	1627.9825	619.97	563.5025	732.2975	771.51	765.7075	1273.145	981.8525	1637.1025
G3800770	1855.8925	770.415	1017.135	796.9175	674.015	563.16	989.3025	794.2125	1343.08
G3800790	2328.26	696.7875	876.025	1147.2	831.7	742.6275	702.7	669.5325	1361.2225
G3800810	1427.3425	563.7975	654.635	1001.36	891.75	674.2875	934.795	761.87	1233.43
G3800830	2228.915	753.915	712.7975	951.3	740.955	645.695	893.465	776.635	1439.3725
G3800850	1823.8825	667.0825	609.1275	918.8825	701.1075	636.31	951.6825	879.0625	1497.25
G3800870	2701.1525	640.555	630.9675	686.0875	753.4075	564.1	878.435	762.42	1643.955
G3800890	2701.1525	640.555	630.9675	686.0875	753.4075	564.1	878.435	762.42	1643.955
G3800910	1345.175	602.025	626.445	933.0525	853.845	728.835	1349.2125	1153.0475	1391.0675
G3800930	2777.22	623.1675	661.41	1012.1575	869.825	655.8925	859.67	868.9225	1338.975
G3800950	2328.26	696.7875	876.025	1147.2	831.7	742.6275	702.7	669.5325	1361.2225
G3800970	3448.4425	721.2425	636.625	823.2725	744.0575	606.875	707.0025	649.6125	1315.7675
G3800990	1345.175	602.025	626.445	933.0525	853.845	728.835	1349.2125	1153.0475	1391.0675
G3801010	2228.915	753.915	712.7975	951.3	740.955	645.695	893.465	776.635	1439.3725
G3801030	2328.26	696.7875	876.025	1147.2	831.7	742.6275	702.7	669.5325	1361.2225
G3801050	1380.2775	672.5025	915.4975	1012.63	901.49	681.9	866.8525	854.3075	1502.305
G3900010	36.14	107.9025	157.3875	285.9825	497.275	615.735	759.3325	793.2	1859.58
G3900030	30.96	103.675	160.135	427.21	457.235	741.2675	1006.915	933.055	1866.7875
G3900050	191.5725	205.9475	405.565	859.7475	888.13	687.79	965.77	840.83	1657.9725
G3900070	191.8575	274.7725	470.63	687.765	597.63	652.45	914.5575	1117.615	1811.6375
G3900090	0	29.0775	56.855	181.2125	397.5175	495.65	1155.2125	959.86	1841.715
G3900110	282.4025	252.8325	335.1275	594.1925	647.4275	610.485	873.1325	793.5675	1655.6925
G3900130	15.555	75.7025	173.2625	507.51	721.375	675.3175	1153.16	922.355	1676.945
G3900150	36.14	107.9025	157.3875	285.9825	497.275	615.735	759.3325	793.2	1859.58
G3900170	282.4025	252.8325	335.1275	594.1925	647.4275	610.485	873.1325	793.5675	1655.6925
G3900190	240.8475	178.115	367.2575	606.825	628.3975	695.3525	1062.66	924.91	1703.72
G3900210	196.33	225.2025	259.025	451.9625	562.195	643.4225	806.2325	907.3225	1871.9675
G3900230	196.33	225.2025	259.025	451.9625	562.195	643.4225	806.2325	907.3225	1871.9675
G3900250	36.14	107.9025	157.3875	285.9825	497.275	615.735	759.3325	793.2	1859.58
G3900270	196.33	225.2025	259.025	451.9625	562.195	643.4225	806.2325	907.3225	1871.9675
G3900290	191.8575	274.7725	470.63	687.765	597.63	652.45	914.5575	1117.615	1811.6375
G3900310	0	29.0775	56.855	181.2125	397.5175	495.65	1155.2125	959.86	1841.715
G3900330	191.5725	205.9475	405.565	859.7475	888.13	687.79	965.77	840.83	1657.9725
G3900350	28.5725	120.485	294.725	756.0925	898.4425	726.525	929.6725	717.455	1646.4225
G3900370	282.4025	252.8325	335.1275	594.1925	647.4275	610.485	873.1325	793.5675	1655.6925
G3900390	332.1975	282.985	450.2775	604.8875	692.515	805.0275	865.1875	1022.34	1594.04
G3900410	89.46	139.09	171.345	451.6875	488.77	423.5025	805.145	923.4375	1884.935
G3900430	191.5725	205.9475	405.565	859.7475	888.13	687.79	965.77	840.83	1657.9725
G3900450	195.62	241.1575	279.5575	440.5625	568.8775	598.76	858.58	860.16	1641.995
G3900470	89.46	139.09	171.345	451.6875	488.77	423.5025	805.145	923.4375	1884.935
G3900490	89.46	139.09	171.345	451.6875	488.77	423.5025	805.145	923.4375	1884.935
G3900510	332.1975	282.985	450.2775	604.8875	692.515	805.0275	865.1875	1022.34	1594.04
G3900530	23.4225	88.2025	225.2925	272.28	291.0725	536.13	957.0025	926.0575	1501.2675
G3900550	28.5725	120.485	294.725	756.0925	898.4425	726.525	929.6725	717.455	1646.4225
G3900570	196.33	225.2025	259.025	451.9625	562.195	643.4225	806.2325	907.3225	1871.9675
G3900590	0	29.0775	56.855	181.2125	397.5175	495.65	1155.2125	959.86	1841.715
G3900610	36.14	107.9025	157.3875	285.9825	497.275	615.735	759.3325	793.2	1859.58
G3900630	30.96	103.675	160.135	427.21	457.235	741.2675	1006.915	933.055	1866.7875
G3900650	30.96	103.675	160.135	427.21	457.235	741.2675	1006.915	933.055	1866.7875
G3900670	15.555	75.7025	173.2625	507.51	721.375	675.3175	1153.16	922.355	1676.945
G3900690	332.1975	282.985	450.2775	604.8875	692.515	805.0275	865.1875	1022.34	1594.04
G3900710	196.33	225.2025	259.025	451.9625	562.195	643.4225	806.2325	907.3225	1871.9675
G3900730	195.62	241.1575	279.5575	440.5625	568.8775	598.76	858.58	860.16	1641.995
G3900750	240.8475	178.115	367.2575	606.825	628.3975	695.3525	1062.66	924.91	1703.72
G3900770	191.5725	205.9475	405.565	859.7475	888.13	687.79	965.77	840.83	1657.9725
G3900790	195.62	241.1575	279.5575	440.5625	568.8775	598.76	858.58	860.16	1641.995
G3900810	15.555	75.7025	173.2625	507.51	721.375	675.3175	1153.16	922.355	1676.945
G3900830	191.5725	205.9475	405.565	859.7475	888.13	687.79	965.77	840.83	1657.9725
G3900850	28.5725	120.485	294.725	756.0925	898.4425	726.525	929.6725	717.455	1646.4225
G3900870	23.4225	88.2025	225.2925	272.28	291.0725	536.13	957.0025	926.0575	1501.2675
G3900890	195.62	241.1575	279.5575	440.5625	568.8775	598.76	858.58	860.16	1641.995
G3900910	196.33	225.2025	259.025	451.9625	562.195	643.4225	806.2325	907.3225	1871.9675
G3900930	124.0375	155.15	341.27	663.47	644.4325	776.045	1029.4625	1039.3	1442.9175
G3900950	332.1975	282.985	450.2775	604.8875	692.515	805.0275	865.1875	1022.34	1594.04
G3900970	89.46	139.09	171.345	451.6875	488.77	423.5025	805.145	923.4375	1884.935
G3900990	191.8575	274.7725	470.63	687.765	597.63	652.45	914.5575	1117.615	1811.6375
G3901010	89.46	139.09	171.345	451.6875	488.77	423.5025	805.145	923.4375	1884.935
G3901030	124.0375	155.15	341.27	663.47	644.4325	776.045	1029.4625	1039.3	1442.9175
G3901050	50.5675	103.1275	243.1275	530.295	599.6975	611.09	697.205	690.11	1622.11
G3901070	282.4025	252.8325	335.1275	594.1925	647.4275	610.485	873.1325	793.5675	1655.6925
G3901090	282.4025	252.8325	335.1275	594.1925	647.4275	610.485	873.1325	793.5675	1655.6925
G3901110	50.5675	103.1275	243.1275	530.295	599.6975	611.09	697.205	690.11	1622.11
G3901130	282.4025	252.8325	335.1275	594.1925	647.4275	610.485	873.1325	793.5675	1655.6925
G3901150	0	29.0775	56.855	181.2125	397.5175	495.65	1155.2125	959.86	1841.715
G3901170	191.5725	205.9475	405.565	859.7475	888.13	687.79	965.77	840.83	1657.9725
G3901190	0	29.0775	56.855	181.2125	397.5175	495.65	1155.2125	959.86	1841.715
G3901210	0	29.0775	56.855	181.2125	397.5175	495.65	1155.2125	959.86	1841.715
G3901230	332.1975	282.985	450.2775	604.8875	692.515	805.0275	865.1875	1022.34	1594.04
G3901250	422.3375	359.0975	346.0225	642.69	841.8375	737.975	1061.11	823.425	1403.7675
G3901270	0	29.0775	56.855	181.2125	397.5175	495.65	1155.2125	959.86	1841.715
G3901290	195.62	241.1575	279.5575	440.5625	568.8775	598.76	858.58	860.16	1641.995
G3901310	195.62	241.1575	279.5575	440.5625	568.8775	598.76	858.58	860.16	1641.995
G3901330	240.8475	178.115	367.2575	606.825	628.3975	695.3525	1062.66	924.91	1703.72
G3901350	282.4025	252.8325	335.1275	594.1925	647.4275	610.485	873.1325	793.5675	1655.6925
G3901370	30.96	103.675	160.135	427.21	457.235	741.2675	1006.915	933.055	1866.7875
G3901390	191.5725	205.9475	405.565	859.7475	888.13	687.79	965.77	840.83	1657.9725
G3901410	195.62	241.1575	279.5575	440.5625	568.8775	598.76	858.58	860.16	1641.995
G3901430	30.96	103.675	160.135	427.21	457.235	741.2675	1006.915	933.055	1866.7875
G3901450	23.4225	88.2025	225.2925	272.28	291.0725	536.13	957.0025	926.0575	1501.2675
G3901470	30.96	103.675	160.135	427.21	457.235	741.2675	1006.915	933.055	1866.7875
G3901490	282.4025	252.8325	335.1275	594.1925	647.4275	610.485	873.1325	793.5675	1655.6925
G3901510	240.8475	178.115	367.2575	606.825	628.3975	695.3525	1062.66	924.91	1703.72
G3901530	240.8475	178.115	367.2575	606.825	628.3975	695.3525	1062.66	924.91	1703.72
G3901550	191.8575	274.7725	470.63	687.765	597.63	652.45	914.5575	1117.615	1811.6375
G3901570	240.8475	178.115	367.2575	606.825	628.3975	695.3525	1062.66	924.91	1703.72
G3901590	89.46	139.09	171.345	451.6875	488.77	423.5025	805.145	923.4375	1884.935
